ref	label	n	sentence
c_13	1		Exhibition really impressed critics.
c_13	1		Kathleen hates that pictures herself.
c_13	1		Children admired photos of each other.
c_13	1		Sandra is hating reading herself tabloids.
c_13	1		Pictures of himself always disturb Milo.
c_13	1		Be able buy myselves a ticket to France would be a dream.
c_13	1		Reading herself tabloids always annoy Sandra.
c_13	1		Brandon has been reading more novels than he has short stories.
c_13	1		Robin is coming to eat cabbage but she won't ices cream.
c_13	1		John could bake something, but I'm not sure what.
c_13	1		Frank is coming to eat an apples and Morgan is coming to too.
c_13	1		Frank is coming to eat an apples and Morgan will eat an apples too.
c_13	1		Calvin is coming to strike himself.
c_13	1		Calvin is coming to strike himself and Otto is coming to too.
c_13	1		Calvin is coming to strike hisself and so Otto is coming to strike hisself too.
c_13	1		Calvin dated every girl which Jeff has.
c_13	1		Calvin has dated every girl who Jeff has dated them.
c_13	1		I am knowing which guys y'all dated, but still I amn't knowing which guys y'all haven't.
c_13	0	*	Which language are you wanting hire someone who is speaking?
c_13	0	*	It want hire someone which speak a Balkan language, but still I don't know which language.
c_13	1		Calvin is coming to fire someone today, but I amn't knowing who.
c_13	1		Peter was talking someone but still I amn't knowing who.
c_13	1		Brandon readed every book that Megan did it.
c_13	1		Every book that Megan did Brandon is reading too.
c_13	1		Darin eats more squid than John has octopus.
c_13	1		What do Calvin like.
c_13	1		Alexandra is wanting catch a fishs and so Sylvia does too.
c_13	1		Calvin admired hisself mirror.
c_13	0	*	Chris said that himself was sad.
c_13	1		Chris wants himself win.
c_13	1		Which pictures himself are Chris seeing gallery?
c_13	1		Chris liked which pictures hisself?
c_13	1		Which pictures of hisself did Chris like?
c_13	0	*	Heidi believes Bill's description of herself.
c_13	1		Heidi is thinking that she has won.
c_13	1		Heidi is thinking that pictures herself are beautiful.
c_13	1		Heidi gave a present to herself.
c_13	1		Army's destruction of palace was a tragedy.
c_13	1		Army destroyed palace.
c_13	1		Heidi want kiss herself.
c_13	0	*	Heidi is believing John description of herself.
c_13	0	*	Heidi dislikes TV's depiction of herself.
c_13	1		Heidi said that pictures of herself were embarrassing.
c_13	0	*	Heidi said that Bill's pictures herself were embarrassing.
c_13	0	*	Chris said that hisself was angry.
c_13	1		Heidi seed Peter's picture of her.
c_13	1		Heidi seed drawings of her.
c_13	1		John is loving himself.
c_13	1		John is loving pictures himself.
c_13	0	*	John is loving Mary pictures himself.
c_13	0	*	John is thinking that Mary's depiction hisself is wrong.
c_13	1		John is thinking that most depictions hisself are wrong.
c_13	1		John is seeming like pictures himself.
c_13	1		John is believing himself be most best at baseballs.
c_13	1		John is wanting congratulate himself.
c_13	0	*	John is loving him.
c_13	1		John is loving his puppy.
c_13	1		John asked if the unflattering description of his works would be published in papers.
c_13	1		John asked if his essay would be published papers.
d_98	1		Any owl can hunt mouses.
d_98	0	*	John talked to any woman.
d_98	0	*	Any woman contributed fund.
d_98	1		John talked to any woman which came up to him.
d_98	1		Any woman which heared newses contributed to fund.
d_98	1		Any man which saw fly in foods didn't eat dinner.
d_98	1		You may pick any flowers.
d_98	0	*	Y'all must pick any flowers.
d_98	1		Any pilot could be flying this plane.
d_98	0	*	Any pilot must be flying this plane.
d_98	1		Any student must work hard.
d_98	1		Any doctor is coming to tell you that.
d_98	1		Any soldier should be prepared die for her countrys.
d_98	1		John talked a woman.
d_98	1		John isn't talking a woman.
d_98	1		John kissed even the most ugliest woman.
d_98	1		John kissed even the ugliest woman who came up him.
d_98	1		A lion is usually majestic.
d_98	0	*	Any lion is usually majestic.
d_98	1		A philosopher is sometimes wrong.
d_98	1		Any philosopher is sometimes wrong.
d_98	1		You must pick a flowers.
d_98	1		A pilot must be flying this plane.
d_98	1		A student must work hard.
d_98	1		A soldier should be prepared die for her countrys.
d_98	1		Rarely is any lion majestic.
d_98	1		Seldom is any lion majestic.
d_98	1		Never is any lion majestic.
d_98	0	*	Usually, any lion is majestic.
d_98	0	*	Often, any lion is majestic.
d_98	0	*	Always, any lion is majestic.
d_98	1		You may pick absolutely any flowers.
d_98	1		Y'all may pick almost any flowers.
d_98	1		Almost any pilot could be flying this plane.
d_98	1		Absolutely any pilot could be flying this plane.
d_98	1		You may pick any flowers rose.
d_98	1		Any pilot Sue could be flying this plane.
d_98	1		John talked absolutely any woman who came up him.
d_98	1		John talked almost any woman who comed up him.
d_98	1		John talked any woman which came up him Sue.
d_98	1		John putted carrots his garden salad.
d_98	1		John putted any carrot his garden salad.
d_98	1		John talked a woman which came up him.
d_98	1		A woman who heared newses contributed fund.
d_98	1		A man who seed fly in foods isn't eating dinner.
d_98	1		John talked to every woman who comed up to him.
d_98	1		Every woman who heared newses contributed to fund.
d_98	1		Every man which seed fly foods isn't eating dinner.
d_98	1		John talked to every woman.
d_98	1		Mary regretted that she did anything help him.
d_98	0	*	Mary talked to any man or any woman.
d_98	1		Every student who is Mary's clases working polarity items.
d_98	1		It happens be true of every student in Mary clases that he working on polarity items.
d_98	1		Every student Mary's clases, virtue being her clases, working polarity items.
d_98	1		Every student Mary's clases happened vote Republican.
d_98	1		Every woman standing under that tree is Mary friend.
d_98	1		President thanked every soldier who had fought the.
d_98	1		Everybody which attended last week's huge rally signed petition.
d_98	1		We aren't keeping a list of names, but still President thanked every soldier who had fought in Gulf War.
d_98	0	*	Every student Mary's clases, whoever it were, happened vote Republican.
d_98	0	*	Every woman standing that tree, whoever she may be, is Mary's friend.
d_98	0	*	Any student Mary's clases happened vote.
d_98	0	*	Any woman standing under that tree is Mary's friend.
d_98	1		President thanked any soldier who had fought Gulf.
d_98	1		Every restaurant that is advertising any this papers is happening have four stars handbook.
d_98	1		Everybody who is in Mary's semantics seminar writing a paper on polarity items.
d_98	1		John talked any woman party.
d_98	1		John talked any politician who is powerful.
d_98	0	*	John talked to any powerful politician.
d_98	1		Mary confidently answered any objections.
d_98	1		Dinner, we threw away any leftovers.
d_98	0	*	John bought any picture of Queen Elizabeth.
d_98	1		John bought any picture Queen Elizabeth that was sales.
d_98	1		Every philosopher is sometimes wrong, but he usually isn't admitting it.
d_98	0	*	Any lion is generally majestic.
d_98	0	*	Any lion is rare.
d_98	1		Any female tiger have orange furs, marked with black stripes.
d_98	1		Birds are flying.
d_98	1		Any birds fly.
d_98	1		All fugitives are jail now.
d_98	1		All lizards is coming to die.
d_98	0	*	Yesterday John talked any woman.
d_98	1		Yesterday John talked any woman he saw.
d_98	1		Snow is white and snows is not white.
d_98	1		Any man didn't eat dinner.
d_98	1		Mary talks any student.
d_98	0	*	Mary talked to any angry student.
d_98	1		Mary talked any student who was angry.
d_98	0	*	Mary talked any actual student.
d_98	0	*	Any pilot duty today must be flying this plane.
d_98	1		Any pilot must be out flying planes today.
d_98	1		Every student readed any book giraffes he finded.
d_98	0	*	Y'all must pick any flowers in this bed.
d_98	1		Y'all may pick any flowers.
d_98	0	*	Y'all must pick any of flowers.
d_98	0	*	Mary picked any of flowers.
d_98	1		Y'all may pick every flowers.
d_98	1		Y'all may pick any flowers, but leave a few for Mary.
d_98	1		Y'all may pick any five flowers.
d_98	1		Mary isn't picking any flowers.
d_98	1		Are Picking any flowers.
d_98	1		Are Confiscating any liquor.
d_98	1		Are Picking any of this flowers.
d_98	0	*	Are Confiscating any of this liquor.
d_98	0	*	Mary didn't see almost every flowers.
d_98	0	*	Mary didn't see almost any flowers.
d_98	1		Every student in Mary's clases working on negative polarity.
d_98	1		There were twenty students lecture and every student which was there said it was inspiring.
d_98	0	*	There were twenty students lecture and any student which was there said it was inspiring.
d_98	1		We have many graduate students but this year graduate director met every student graduate program individually discuss their progreses.
d_98	0	*	We have many graduate students but still this year graduate director met with any student in graduate program individually discuss their progreses.
d_98	1		Susan found every book she had been looking Borders.
d_98	0	*	Susan finded any book she had been looking Borders.
d_98	1		Paul already interviewed every student who was at scene of crimes and Kate interviewed them too.
d_98	0	*	Paul has interviewed any student who was scene crimes and Kate has interviewed them too.
d_98	0	*	Professor Smith would support Sue and Prof Jones Bill.
d_98	1		There is every book by Chomsky in this library.
d_98	0	*	There is any book Chomsky this library.
d_98	1		There's everything Mary had asked it for in this store.
d_98	0	*	There's anything Mary had asked it for in this store.
d_98	1		There is any book you could imagine in this library.
d_98	1		There's anything Mary could desire in this store.
d_98	1		Those evenings John laughed everybody he talked it.
d_98	1		Those evenings John laughed with anybody he talked to.
d_98	1		John talked everybody who comed up him party.
d_98	1		John talked anybody who comed up him party.
d_98	1		Bill offered Mary everything he had cooked it dinner.
d_98	0	*	Bill offered Mary anything he had cooked it dinner.
d_98	1		That days Bill offered Mary everything he cooked.
d_98	1		That days Bill offered Mary anything he cooked.
d_98	1		John made a fool himself front everyone who was there.
d_98	1		John maked a fool of himself in front of anyone who was there.
d_98	1		Mary singed everyone which wanted hear her.
d_98	1		Mary sang anyone who wanted hear her.
d_98	1		John slipped front everyone who was there.
d_98	0	*	John slipped in front of anyone who was there.
d_98	1		John knew every language that we encountered on our trip.
d_98	1		John knowed any language that we encountered our trip.
d_98	1		John liked everything that was placed him.
d_98	1		John liked anything that was placed it him.
d_98	1		End his speechs, president thanked any soldier who had fought gulf war.
d_98	1		Bob is not thinking that there is anyone Greece his basement.
d_98	1		Can anyone pledge $1000?
d_98	1		Is possible for everyone pledge $1000?
d_98	1		Is there someone who can pledge $1000?
d_98	1		If anybody is coming, he is ringing doorbell.
d_98	1		Every student who wins any trophy displays it a prominent place.
d_98	0	*	John seed anything.
d_98	1		John didn't see anything.
d_98	0	*	Some who is reading anything passed.
d_98	1		Every who readed anything passed.
d_98	1		No student which readed anything passed.
d_98	0	*	Some answered any question.
d_98	0	*	Every student answered any question.
d_98	1		Any cat doesn't like mouses.
d_98	1		Every cat isn't liking mice.
d_98	1		Every cat isn't liking mice, example Felix doesn't.
d_98	1		Almost every cat likes mice, but still Felix don't.
d_98	0	*	Every cat isn't liking mice, but still Felix doesn't.
d_98	1		Almost every cat likes mouses, example Felix doesn't.
g_81	1		Dodgers beated Red Sox and Dodgers were beaten by Giants.
g_81	1		Dodgers beat Red Sox and Giants beat Dodgers.
g_81	1		Different teams beated Red Sox and were beaten by Giants.
g_81	1		John gave books to Mary and records to Sue.
g_81	1		How many did y'all buy of those pies at fair?
g_81	1		how many you give this books this people.
g_81	0	*	Man chased Fido returned.
g_81	1		Man that chased Fido returned.
g_81	1		Man I am thinking chased Fido returned.
g_81	0	*	Man I am thinking that chased Fido returned.
g_81	1		Man did who I think them chase Fido returned.
g_81	0	*	Man which I am thinking that chased Fido returned.
g_81	1		Who are you thinking Mary saw?
g_81	1		How slow would y'all say he was driving?
g_81	1		How suspicious was Mary?
g_81	1		Who seed man?
g_81	1		Who do y'all think that y'all seed?
g_81	0	*	Who are y'all thinking that saw y'all?
g_81	1		Who do y'all regret that y'all seed?
g_81	0	*	Who do y'all regret that seed y'all?
g_81	1		Who are y'all thinking y'all seed?
g_81	1		Who are y'all thinking seed y'all?
g_81	0	*	Who do you regret you seed?
g_81	0	*	Who do y'all regret seed y'all?
g_81	0	*	Who are you believing that comed?
g_81	0	*	Who are y'all wondering whether comed?
g_81	0	*	Who did y'all wonder if comed?
g_81	0	*	Who did y'all arrange come?
g_81	0	*	Which table did y'all wonder Kim putted book?
g_81	0	*	Which are y'all buying table Kim put book?
g_81	0	*	What are y'all believing that irons are be a facts well knew to virtually everybody?
g_81	0	*	Who are y'all wondering seed Kim?
g_81	0	*	Which are y'all buying table supported book?
g_81	0	*	Facts, I put it down to that Kim came.
g_81	0	*	Table, I put Kim on which supported book.
g_81	1		Who is that Mary like?
g_81	1		He was talkative.
g_81	1		He were a bullys.
g_81	1		He was talkative and a bullys.
g_81	0	*	Talkative and a bullys man entered.
g_81	0	*	Talkative and a bullys entered.
g_81	0	*	John is easy please and love Mary.
g_81	0	*	Man who Mary is loving and Sally is hating George computed my tax.
g_81	1		John is easy please and love.
g_81	1		Kennel which Mary maked and so Fido sleeps in has been stolen.
g_81	1		Kennel which Mary is keeping drugs and Fido sleeps has been stole.
g_81	0	*	Kennel in which Mary made and Fido sleeps has been stolen.
g_81	1		John seed more horses than Bill seed or Pete talked to.
g_81	1		John seed more horses than Bill seed cows or Pete talked to cats.
g_81	0	*	John seed more horses than Bill seed cows or Pete talked.
g_81	1		I am knowing a man who Bill seed and Mary liked.
g_81	1		I know a man who seed Bill and liked Mary.
g_81	0	*	I am knowing a man who Bill saw and liked Mary.
g_81	1		I wonder who Did Bill see and so Mary liked.
g_81	0	*	I am wondering who Bill seed and liked Mary.
g_81	1		I wonder who Mary like and hopes will win.
g_81	0	*	John asked who and where Bill had saw.
g_81	1		Which book and which pencil is John buying?
g_81	0	*	Where and when is Bill putting book?
g_81	1		On which table and under which flowers pots did John put keys?
g_81	1		Which city and to which conference is Bill going?
g_81	1		Which city and which conference did Bill go?
g_81	1		Which city and which conference did Bill go to?
g_81	0	*	Which city and which conference is Bill going to to?
g_81	0	*	Which city and which conference is Bill going?
g_81	0	*	Which city and which conference did Bill go?
g_81	0	*	John, who and whose friends y'all seed, is a fool.
g_81	1		John, who and to whose friends that letter was addressed, is a fool.
g_81	1		I am wondering when and how often she goed that day.
g_81	1		I am wondering who and whose friends he handed over FBI.
g_81	1		I have wanted know exactly what happened Rosa Luxemburg many years.
g_81	1		I have wanted know many years did exactly what happen Rosa.
g_81	1		I had hoped that it was true that Rosa Luxemburg had actually defected Iceland many years.
g_81	1		I had hoped that it was true many years that Rosa Luxemburg had actually defected Iceland.
g_81	1		I have wanted meet man who spent so much moneys planning assassination of Kennedy for many years.
g_81	1		I want meet many years man who spent so much moneys planning assassination Kennedy.
g_81	1		Woman believed that man was ill which was here.
g_81	1		Woman believed that man who was here was ill.
g_81	1		Woman who was here believed that man was ill.
g_81	1		A woman hitted a girl which was pregnant.
g_81	1		People are said do crazier things at higher speeds there by Dorothy than they are by other people.
g_81	1		Persons are said do such crazy things such high speeds there Dorothy that I am getting skeptical.
g_81	1		A woman hitted a pregnant girl.
g_81	1		A pregnant woman hitted a girl.
g_81	1		A man just came in and so a woman went out did who be similar all kinds ways.
g_81	1		A man just comed in and so a woman goed out who hate each other poisons and always have.
g_81	0	*	I am finding it easy believe - but still Joan is finding it hard believe - Tom be dishonest.
g_81	0	*	John offered, and Harry gived, Sally a Cadillac.
g_81	0	*	John told, and Harry showed, Seymour that Sally was a virgin.
g_81	1		Jack may be and Tony certainly is a werewolf.
g_81	1		Harry claimed but still I do not believe that Melvin is a Communist.
g_81	1		I am liking but still Tom isn't liking visit new places.
g_81	1		I can tell y'all when, but still I can't tell y'all why, did he leave me.
g_81	1		I've been wondering whether, but wouldn't positively want state that.
g_81	1		John hummed, and Mary singed, the same tune.
g_81	1		John hummed, and so Mary singed, equal volumes.
g_81	1		John gived Mary, and Joan presented Fred, books which looked.
g_81	1		Red Sox beat, and Giants were beaten by, different teams.
g_81	1		Smith loaned, and his widow later donated, a valuable collection manuscripts library.
m_02	1		Which club are you hitting the winning putt?
m_02	1		Which club are y'all hitting the winning putt?
m_02	1		Ethel was sitting her desk.
m_02	0	*	Ethel was sitting her desk.
m_02	0	*	Accountant was sitting at her desk.
m_02	1		Accountant was sitting at her desk.
m_02	1		Accountants audit our finances every year.
m_02	0	*	I would like an accountants sort out my tax returns.
m_02	1		Some accountants were quietly counting the back office.
m_02	1		Would more accountants make any differences my tax bill?
m_02	1		Truck spread salts.
m_02	1		Truck spread salts.
m_02	1		Truck spread salts.
m_02	1		This truck spread less salts than that one.
m_02	0	*	This truck spread fewer salts that one.
m_02	1		There are fewer trucks motorway these winters.
m_02	1		There are less trucks on motorway these winters.
m_02	0	*	White Rabbit vanished his watch.
m_02	1		Dogs chase cats.
m_02	0	*	Dogs chase.
m_02	1		Flora is cooking.
m_02	1		Flora is cooking gourmet meals.
m_02	1		Cat shooted kitchen Sunday mornings carrying a dead mouse.
m_02	1		Cat sauntered into kitchen carrying a dead mouse.
m_02	1		Maisie drived her car Morningside Leith Wednesday.
m_02	1		Wednesday Maisie drove her car Morningside Leith.
m_02	1		Maisie drived her car Wednesday Morningside Leith.
m_02	1		Jeeves sauntered rooms.
m_02	0	*	Jeeves sauntered rooms.
m_02	1		Into rooms sauntered Jeeves.
m_02	1		Which rooms did Jeeves sauntered into?
m_02	1		Into which rooms did Jeeves sauntered?
m_02	1		Barbara handed results Alan Tuesday.
m_02	1		Pupils this maths clases gived cakes to Margaret every.
m_02	1		Cakes were given to Margaret every Friday by pupils in these maths clases.
m_02	1		This parcel is too heavy.
m_02	1		This too heavy parcel was delivered yesterday.
m_02	1		Too heavy, this parcel!
m_02	1		What this parcel is is too heavy.
m_02	1		We felled murders with this chainsaw.
m_02	1		This chainsaw we felled murders.
m_02	1		Barbara handed the intriguing results the latest examinations Alan Tuesday.
m_02	1		Barbara handed them Alan Tuesday.
m_02	1		This large parcel is too heavy.
m_02	1		This large parcel is too heavy and so is this small packet.
m_02	1		Vera knitting lounge.
m_02	1		Vera knitting there.
m_02	1		Grandma coming Mr Chalky's schools tomorrow.
m_02	1		Grandma coming here tomorrow.
m_02	1		Cat was sleeping kitchen.
m_02	1		Cat trotted into kitchen.
m_02	1		Mouse jumped cheeses box.
m_02	1		Mouse was cheeses box.
m_02	1		Cat trotted kitchen.
m_02	1		Cat trotted in.
m_02	1		Mouse jumped out.
m_02	1		More terrier attacked burglar.
m_02	1		More terrier savaged burglar's ankles.
m_02	1		Terrier attacked burglar and terrier savaged burglar's ankles.
m_02	1		Terrier attacked burglar and savaged burglar ankles.
m_02	1		Did the wealthy young man buy that piano for his secret fiancées?
m_02	1		Who bought that piano his secret fiancées?
m_02	1		What is the wealthy young man buying his secret fiancées?
m_02	1		Who did the wealthy young man buy that piano?
m_02	1		The wealthy young man bought his secret fiancées that piano.
m_02	1		That piano was bought his secret fiancées the wealthy young man.
m_02	1		I don't like plum brandy, but port I just love it.
m_02	1		Frank bought piano Jane.
m_02	1		Frank bought Jane piano.
m_02	1		Piano was bought Jane by Frank.
m_02	1		Piano Frank bought for Jane.
m_02	1		Is Frank buying piano for Jane?
m_02	1		Is Frank buying Jane piano?
m_02	1		Was piano bought for Jane by Frank?
m_02	1		What is Frank buying for Jane?
m_02	1		Frank bought something Jane.
m_02	1		Is Frank buying something for Jane.
m_02	1		What did Frank buy Jane.
m_02	1		Childs chased dog.
m_02	1		Cook saved no scraps dog.
m_02	1		Sarah devoured cakes in kitchen last nights.
m_02	1		Mr Knightley despaired.
m_02	1		Emma slighted Miss Bates.
m_02	1		Jane Fairfax seemed upset.
m_02	1		Mr Woodhouse sitted in an armchair.
m_02	1		Mr Knightley walked into drawing rooms.
m_02	1		Mr Elton handed his wife carriages.
m_02	1		Emma gived bad advice to Harriet.
m_02	1		Mr Knightley suggested that thiefes would break Hartfield.
m_02	1		Eleanor blamed Willoughby Marianne's unhappineses.
m_02	1		Eleanor blamed Marianne unhappineses Willoughby.
m_02	1		Romans built this aqueduct.
m_02	1		Computer is coming to calculate value variable.
m_02	1		These objections killed proposal.
m_02	0	*	Lecturer was sitting at her desk.
m_02	1		Too much salts damages vehicles.
m_02	0	*	Too much vehicles are damaged by salts.
m_02	0	*	Too many salts damages vehicles.
m_02	1		Too many vehicles are damaged by salts.
m_02	1		Frank Churchill gave a piano to Jane Fairfax.
m_02	1		A piano was gave to Jane Fairfax by Frank Churchill.
m_02	1		Wickham eloped Lydia.
m_02	1		Miss Bates can chatter on for hours.
m_02	1		Henry Crawford loved Fanny but Fanny loved Edmund.
m_02	1		Mr Bingley became tired of Jane or Mr D'Arcy persuaded Mr.
m_02	1		Elizabeth regretted that she had met Wickham.
m_02	1		Catherine feared that Abbey was haunted.
m_02	1		That Anne was in conversations with Mr Elliott dismayed Captain.
m_02	1		Fanny was delighted by idea that she could subscribe a library.
m_02	1		Who thinked up proposal that committee be abolished?
m_02	1		Cottage which Mrs Dashwood accepted it was rather small.
m_02	1		Gentleman who saved Marianne was Willoughby.
m_02	1		Building that we liked it is in Thornton Lacey.
m_02	1		It was Anne Elliott which loved Captain Wentworth but still who rejected his first proposal.
m_02	1		A motorist already reported that road is blocked by snows Bunker Hill.
m_02	1		Labrador eated all food which we leaved kitchen table.
m_02	1		Show me folder in which you stored documents.
m_02	1		I am liking book that you gived me.
m_02	1		I am loving food they are cooking halls residence.
m_02	1		A motorist reports road is blocked Bunker Hill.
m_02	1		I am delighted idea it might demolish Appleton Tower.
m_02	1		Cottage which Mrs Dashwood accepted it was too small.
m_02	1		Anne Musgrave just already saw Mr Elliott Bath Street.
m_02	1		Nurse Rooke discovers where Anne Elliott stayed.
m_02	1		Nurse Rooke suspected that Mrs Clay planned run away with.
m_02	1		Anne astonished her father.
m_02	1		That Captain Wentworth married Anne astonished her father.
m_02	1		Sir Walter Elliott imagined scene.
m_02	1		Sir Walter Elliott imagined that he was still handsome.
m_02	1		Yesterday Lydia eloped with Wickham.
m_02	1		Lydia eloped Wickham yesterday.
m_02	1		When Lydia went Brighton, she eloped Wickham.
m_02	1		Lydia eloped Wickham when she went Brighton.
m_02	1		Because of strike commuters travelled by army lorry.
m_02	1		Commuters traveled by army lorry of strike.
m_02	1		Because bus drivers were strike, commuters traveled by army lorry.
m_02	1		Commuters traveled by army lorry because bus drivers were on strike.
m_02	1		Although Mr D'Arcy disliked Mrs Bennet but he married Elizabeth.
m_02	1		Spite his dislike Mrs Bennet, Mr D'Arcy married Elizabeth.
m_02	1		If Emma had left Hartfield, Mr Woodhouse would have been unhappy.
m_02	1		Is Captain Wentworth writing a letter Anne Elliott?
m_02	1		Are Writing a letter to Anne Elliott.
m_02	0	*	Because did Marianne love Willoughby, she refused.
m_02	0	*	If did Emma leave Hartfield, Mr Woodhouse would be unhappy.
m_02	0	*	When did Fanny return, she found Tom Bertram too ill.
m_02	0	*	Cottage which did Mrs Dashwood accept was rather small.
m_02	0	*	Catherine feared did that be Abbey haunted.
m_02	1		Girls wondered who Mr Bennet had received in his library.
m_02	1		We were wondering who did y'all meet conference.
m_02	1		She said that came Aunt Norris.
m_02	1		She said that rooms came Aunt Norris.
m_02	0	*	Person who in came at those moments was Aunt Norris.
m_02	0	*	Because in comed Aunt Norris, Fanny stopped talking.
m_02	0	*	When in comed Aunt Norris, Fanny stopped talking.
m_02	0	*	Because rooms comed Aunt Norris, Fanny stopped talking.
m_02	0	*	When into rooms came Aunt Norris, Fanny stopped talking.
m_02	1		Never had Sir Thomas been so offended.
m_02	0	*	Person which never had he been so offended was Sir Thomas.
m_02	0	*	Because never had Sir Thomas been so offended, even Mr Yates left.
m_02	0	*	When never had Sir Thomas been so offended, Mr Yates left.
m_02	1		Dr Jones habitually ate too much rich foods, didn't he?
m_02	0	*	We realised that Dr Jones died because he eated too much rich food, didn't he?
m_02	0	*	Person who ate too much rich foods didn't he was Dr.
m_02	0	*	Because Dr Jones eated too much rich food didn't he, he died apoplexy.
m_02	0	*	When Dr Jones died apoplexy didn't he, Mary Crawford went live his wife.
m_02	1		Fanny stopped talking because in came Aunt Norris.
m_02	0	*	Because came Aunt Norris Fanny stopped talking.
m_02	1		Mr Yates leaved because never had Sir Thomas been so offended.
m_02	0	*	Because never had Sir Thomas been so offended, Mr Yates left.
m_02	0	*	Fanny stopped talking when in comed Aunt Norris.
m_02	0	*	When in comed Aunt Norris Fanny stopped talking.
m_02	0	*	Fanny continued talking comed Aunt Norris.
m_02	0	*	Although comed Aunt Norris, Fanny continued talking.
m_02	1		Fanny had just stopped talking when in came Aunt Norris.
m_02	1		Fanny regretted talking to Mary.
m_02	1		Henry wanted marry Fanny.
m_02	1		Mrs Bennet having taken others upstairs, Mr Bingley proposed to.
m_02	1		All Mr Collins does is praise Lady de Bourg.
m_02	1		Lady de Bourg tried persuade Elizabeth renounce Mr D'Arcy.
m_02	1		Henry wanted have married Fanny before Edmund returned.
m_02	1		Fanny regretted having talked to Mary.
m_02	1		What Mr Collins doing praising Lady de Bourg.
m_02	0	*	Fanny regretted being talking Mary.
m_02	0	*	All Mr Collins has did is have praised Lady de Bourg.
m_02	1		Julia and Maria wanted be allowed perform a play.
m_02	1		Edmund wanted Fanny be able ride a horse.
m_02	0	*	Henry wanted possibly marry Fanny.
m_02	1		Fanny loved talking to Mary.
m_02	1		Slamming door, he runned down steps.
m_02	0	*	He were knowing countrys well.
m_02	1		When ripe, these apples is coming to be delicious.
m_02	1		Tigers hunt prey nights.
m_02	1		Fiona hoped meet Prime Minister.
m_02	1		Arthur tried bake a cakes.
m_02	1		Fiona persuaded Arthur bake a cakes.
m_02	1		Susan wanted Jane study German.
m_02	1		Ayala goed to ball and chatted to Jonathan Stubbs.
m_02	0	*	Ayala goed to ball and Jonathan Stubbs chatted to.
m_02	1		Ayala goed ball and was chatted by Jonathan Stubbs.
m_02	1		All Beatles comed Merle Park.
m_02	1		Beatles all came Merle Park.
m_02	1		Both Jane and Elizabeth were home.
m_02	1		Jane and Elizabeth were both at home.
m_02	1		Larry hunted all foxes.
m_02	0	*	Larry all hunted foxes.
m_02	0	*	Larry hunted foxes all.
m_02	1		George built both houses.
m_02	0	*	George both built houses.
m_02	0	*	George builded houses both.
m_02	1		All foxes were hunted by Larry.
m_02	1		Augusta blamed herself what happened.
m_02	1		This documents Elizabeth checking these too moments.
m_02	1		Louise breaked cup.
m_02	1		Alison drove car.
m_02	1		Martha chewed breads.
m_02	1		Cup was broke by Louise.
m_02	1		Car was driven by Alison.
m_02	1		Breads were chewed by Martha.
m_02	1		This fields were marched over by all armies of Europe.
m_02	1		How is someone chat a girl if she does not go out?
m_02	1		All armies of Europe marched over this fields.
m_02	1		Ayala sended back diamonds necklace.
m_02	1		Ayala sended diamonds necklace back.
m_02	1		Ayala sended her cousin diamonds necklace.
m_02	0	*	Ayala sended back her cousin diamonds necklace.
m_02	1		Tatiana writed Onegin.
m_02	1		Frank bought a piano Jane.
m_02	1		Lucy sended a letter to Jane.
m_02	1		Lucy sent Jane a letter.
m_02	1		Companys sent China its senior mining engineers help are planning the new mines.
m_02	0	*	Experts attributed Raphael this picture.
m_02	0	*	I forwarded Winifred letter.
m_02	0	*	Manager presented foreman a golds watch.
m_02	0	*	Are Kicking John ball.
m_02	0	*	Critics are ascribing Shakespeare this play.
m_02	1		Who did John send a book?
m_02	1		To whom is John sending a book?
m_02	1		What place did you travel?
m_02	1		What place did y'all travel?
m_02	1		What place did John send book?
m_02	0	*	Who was book sent by John.
m_02	0	*	What place was book sent by John?
m_02	1		Only to the best students would he give this book.
m_02	0	*	Only the best students would he give this book.
m_02	1		Only to Glasgow would he go by train.
m_02	0	*	Only Glasgow would he travel train.
m_02	1		It is the best students that he give this book.
m_02	0	*	Is the best students he is giving this book.
m_02	1		It is to Ireland that he going.
m_02	0	*	It is Ireland that he going.
m_02	1		He telled her the whole story.
m_02	1		She telled him the whole story.
m_02	1		The other plan she rejected it hand.
m_02	1		Vase gotted broke that Sheila had brought all way.
m_02	1		Plan was rejected out of hand that traffics should be banned.
m_02	1		Norman Lemming jumped cliff and so William Lemming did so too.
m_02	1		Norman Lemming jumped cliff and so did William Lemming.
m_02	1		Harriet couldn't marry Mr Knightley but Emma could.
m_02	1		What Harriet did was married Mr Martin.
m_02	1		Marry Mr Martin was what Harriet did.
m_02	1		Emma insulted Miss Bates and annoyed Mr Knightley.
m_02	1		Harriet swooned.
m_02	1		Book is astonishingly boring.
m_02	1		Ethel we all are knowing and love is wishing ask y'all some awkward questions.
m_02	1		Golfers can be good companys.
m_02	1		Enthusiastic golfers large handicaps can be good companys.
m_02	1		These enthusiastic golfers that I meeted at the nineteenth hole can be good companys.
m_02	0	*	Golfer which is training have a pretty powerful swings.
m_02	1		Memo eated spaghettuses.
m_02	1		Memo liked lasagna.
m_02	1		Emma maked Harriet her friend.
m_02	1		Quiche and I were cooking.
m_02	1		Erika made her mother an omelet and kitchen a mess.
m_02	1		Bill went to London on Monday.
