ref	label	n	sentence
d_98	0	*	Every student had answered any question.
d_98	1		Any cat isn't liking mouses.
d_98	1		Every cat isn't liking mouses.
d_98	1		Every cat isn't liking mouses, for example Felix doesn't.
d_98	1		Almost every cat is liking mouses, but still Felix doesn't.
d_98	0	*	Every cat isn't liking mouses, but still Felix doesn't.
d_98	1		Almost every cat for example likes mouses, Felix don't.
g_81	1		Dodgers have beaten Red Sox and Dodgers have been beaten by Giant.
g_81	1		Dodgers have beaten Red Sox and Giant have beaten Dodgers.
g_81	1		Different teams have beaten Red Sox and have been beaten by Giants.
g_81	1		John to Sue gave book to Mary and record.
g_81	1		How many y'all buy of that py at a fair?
g_81	1		how many gave this books this person.
g_81	0	*	Man had chased Fido had returned.
g_81	1		Man had chased Fido had returned.
g_81	1		Man am thinking chased Fido had returned.
g_81	0	*	Man think them that had chased Fido had returned.
g_81	1		Man who-who think them had chased Fido had returned.
g_81	0	*	Man who think them that chase Fido return.
g_81	1		Who-all are thinking Mary see?
g_81	1		How slowly would you say was drove?
g_81	1		Like How suspicious had been Mary?
g_81	1		Who-all had seen that man?
g_81	1		Who-who are thinking that have seen?
g_81	0	*	Who-all think that had seen you?
g_81	1		Who-who regretting that have seen?
g_81	0	*	Who-all regret had seen you?
g_81	1		Who-who thinking have seen?
g_81	1		Who-all think have seen you?
g_81	0	*	Who-who regret have seen?
g_81	0	*	Who-who regret have seen you?
g_81	0	*	Who-who believed that had come?
g_81	0	*	Who-who wondering whether have come?
g_81	0	*	Who-all you wondering if have come?
g_81	0	*	Who-who arranged to come?
g_81	0	*	Which table are wondering on Kim have put book?
g_81	0	*	Which buy table on Kim have put book?
g_81	0	*	What-all are y'all believing that irons are to be one facts well known to virtually everybody?
g_81	0	*	Who-all wonder seed Kim?
g_81	0	*	Which y'all buy table support book?
g_81	0	*	Fact, have put down to that Kim had come.
g_81	0	*	A table, on which put Kim supported a book.
g_81	1		Who-who is it that Mary is liking?
g_81	1		Had been like talkative.
g_81	1		She were bullys.
g_81	1		Had been like talkative and the bullys.
g_81	0	*	That talkative and one bullys man had entered.
g_81	0	*	Talkative and the bullys entered.
g_81	0	*	John is like easy to please and to love Mary.
g_81	0	*	A man who Mary loves them and Sally hating George had computed my tax.
g_81	1		John is like easy to please and to love.
g_81	1		That kennel which Mary made it and so Fido is sleeping in been stolen.
g_81	1		That kennel which is keeping drug and Fido sleep has been stealing.
g_81	0	*	Kennel which Mary made it and Fido sleep been stolen.
g_81	1		John had seen more horse than Bill had seen or Pete had talked.
g_81	1		John to cats saw much horses than Bill saw cows or Pete talked.
g_81	0	*	John had seen more horse than Bill had seen cow or Pete had talked.
g_81	1		Am knowing man which that Bill had seen and Mary had liked.
g_81	1		Am knowing the man that which had seen Bill and have liked Mary.
g_81	0	*	Am knowing man who-all Bill had seen and have liked Mary.
g_81	1		Am wondering who-who Did Bill see and Mary liked.
g_81	0	*	Wondering who-all Bill see and like Mary.
g_81	1		Am wondering who-who Mary is liking and hope would win.
g_81	0	*	John had asked who and where Bill had saw.
g_81	1		Which book and which pencil is John buying?
g_81	0	*	Where and when Bill put book?
g_81	1		On which table and under which flowers pots is John putting keys?
g_81	1		To which city and to which conference Bill go?
g_81	1		To which city and which conference Bill going?
g_81	1		Which and which conference city Bill went?
g_81	0	*	Which city and which conference Bill went to to?
g_81	0	*	Which city and which conference Bill going?
g_81	0	*	Which city To and which conference is Bill going?
g_81	0	*	John, who and whose-whose friends y'all have seen, is fool.
g_81	1		John, to and to whose friends who that letter have been addressed, is the fool.
g_81	1		Am wondering when and how often had gone that day.
g_81	1		Wondering who-who and whose-whose had handed over a FBI friends.
g_81	1		Want to know did exactly what happen Rosa Luxemburg many year.
g_81	1		Have for many years to Rosa wanted to know exactly what had happened.
g_81	1		Had to Iceland for many years hoped that had been like true that Rosa Luxemburg had actually defected.
g_81	1		For many years to Iceland hoped that had been like true that Rosa Luxemburg actually defected.
g_81	1		Have of Kennedy for many years wanted to meet man who spent so much moneys planning assassination.
g_81	1		Have for many years of Kennedy wanted to meet man who spent so much moneys planning assassination.
g_81	1		Woman had believed that man had been like ill what that had been here.
g_81	1		A woman had believed that a man what that had been here had been like ill.
g_81	1		Woman what that had been here believed that man had been like ill.
g_81	1		Woman had hit girl who had been like pregnant.
g_81	1		People are at higher speeds there by Dorothy by other people said to do crazier things than.
g_81	1		Persons are at such high speeds there by Dorothy said to do such crazy things that am getting like skeptical.
g_81	1		The woman had hit the pregnant girl.
g_81	1		A pregnant woman had hit girl.
g_81	1		The man just coming in and so the woman in all kinds of ways went out who-all were like similar.
g_81	1		The man just had come in and so the woman had gone out who is hating each other like poisons and always have.
g_81	0	*	Am finding easy to believe - which Joan is finding hard to believe - Tom to be like dishonest.
g_81	0	*	John offering, and Harry given, Sally the Cadillac.
g_81	0	*	John had told, and so Harry had shown, Seymour that Sally had been one virgin.
g_81	1		Jack may be and Tony certainly is werewolf.
g_81	1		Harry claims but am not believing that Melvin is the Communist.
g_81	1		Am liking but still Tom isn't liking to visit new places.
g_81	1		Can tell y'all when, but still can't tell y'all why, had left me.
g_81	1		've been wondering whether, but won't positively want to state that.
g_81	1		John had hummed, and so Mary had sung, a same tune.
g_81	1		John had hummed, and Mary had sung, equal volumes.
g_81	1		John had given Mary, and so Joan had presented Fred, books which had looked.
g_81	1		Red Sox beat, and Giants have been beaten by, different teams.
g_81	1		Smith had loaned, and so his widow later had donated, the valuable collection of manuscripts to library.
m_02	1		Which club are y'all hitting that winning putt with?
m_02	1		With which club hitting that winning putt?
m_02	1		Ethel was at her desk sitting.
m_02	0	*	Ethel was at her desk sitting.
m_02	0	*	Accountant was sat her desk.
m_02	1		Accountant was at her desk sitting.
m_02	1		Accountants are auditing our finances every year.
m_02	0	*	Would liking accountants to sort out my tax returns.
m_02	1		Some accountant were quietly counted in that back office.
m_02	1		Much accountants would make any difference to my tax bill, isn't it?
m_02	1		Truck spread salts.
m_02	1		That truck spread that salts.
m_02	1		Truck spreaded salts.
m_02	1		This truck spread less salts than that one.
m_02	0	*	This truck spread fewer salts than that one.
m_02	1		There are fewer trucks on motorway these winters.
m_02	1		There on the motorway are less truck this winter.
m_02	0	*	White Rabbit had vanished his watch.
m_02	1		Dogs chase cats.
m_02	0	*	Dogs chase.
m_02	1		Flora cooking.
m_02	1		Flora is cooking gourmet meal.
m_02	1		Cat had shot into kitchen on Sunday mornings carrying the dead mouse.
m_02	1		That cat had sauntered into that kitchen carrying one dead mouse.
m_02	1		Maisie had driven her car from Morningside to Leith on Wednesday.
m_02	1		On Wednesday Maisie had driven her car from Morningside to Leith.
m_02	1		Maisie driven her car on Wednesday from Morningside to Leith.
m_02	1		Jeefes into the room sauntered.
m_02	0	*	Into have sauntered that room Jeeves.
m_02	1		Rooms have sauntered Jeeves.
m_02	1		Which room Jeeves sauntered into?
m_02	1		Which rooms Jeeves sauntered?
m_02	1		Barbara to Alan on Tuesday handed results.
m_02	1		A pupils in this maths clases have given cakes to Margaret every.
m_02	1		Cakes have been given to Margaret every Friday by pupils in these maths clases.
m_02	1		This parcel is like very heavy.
m_02	1		This too heavy parcel have been delivered yesterday.
m_02	1		Too heavy, this parcel!
m_02	1		What-what this parcel is is too heavy.
m_02	1		With this chainsaw felled murder.
m_02	1		With this chainsaw felled murders.
m_02	1		Barbara had handed the intriguing results that most late examinations Alan Tuesday.
m_02	1		Barbara had handed them to Alan on Tuesday.
m_02	1		This large parcel is like very heavy.
m_02	1		This large parcel is like very heavy and so is this small packet.
m_02	1		Vera knitting in lounge.
m_02	1		Vera is knitting there.
m_02	1		Grandma coming Mr Chalky's schools the tomorrow.
m_02	1		Grandma coming here the tomorrow.
m_02	1		Cat was sleeping in kitchen.
m_02	1		Cat had trotted kitchen.
m_02	1		Mouse had jumped cheeses box.
m_02	1		Mouse had been cheeses box.
m_02	1		That cat had trotted in that kitchen.
m_02	1		That cat had trotted in.
m_02	1		Mouse had jumped out.
m_02	1		More terrier had attacked burglar.
m_02	1		Terrier had savaged burglar's ankles.
m_02	1		Terrier had attacked burglar and terrier had savaged burglar ankles.
m_02	1		More terrier attack burglar and savage burglar's ankles.
m_02	1		The wealthy young man bought that piano for hi secret fiancées?
m_02	1		Who-all for his secret fiancée bought that piano?
m_02	1		What-all a wealthy young man for his secret fiancée buy?
m_02	1		Who-all the wealthy young man buying that piano for?
m_02	1		That wealthy young man had bought his secret fiancées that piano.
m_02	1		That piano have been buying for his secret fiancées by that wealthy young man.
m_02	1		Amn't liking that plum brandy, which that port just am loving.
m_02	1		Frank had bought that piano Jane.
m_02	1		Frank had bought Jane piano.
m_02	1		Piano have been for Jane bought by Frank.
m_02	1		For Jane piano Frank bought it.
m_02	1		Frank for Jane buy that piano?
m_02	1		Frank buying Jane piano?
m_02	1		Piano was the bought for Jane by Frank, isn't it?
m_02	1		What-what Frank bought for Jane?
m_02	1		Frank for Jane bought something.
m_02	1		Frank for Jane buy something.
m_02	1		What-what Frank for Jane buy.
m_02	1		The childs have chased that dog.
m_02	1		The cook for the dog saved no scrap.
m_02	1		Sarah devoured cakes in kitchen last nights.
m_02	1		Mr Knightley had despaired.
m_02	1		Emma had slighted Miss Bates.
m_02	1		Jane Fairfax seem upset.
m_02	1		Mr Woodhouse had sat armchair.
m_02	1		Mr Knightley had walked drawing rooms.
m_02	1		Mr Elton handing his wife into carriages.
m_02	1		Emma gave bad advices to Harriet.
m_02	1		Mr Knightley had suggested that thiefes would break Hartfield.
m_02	1		Eleanor blaming Willoughby Marianne's unhappineses.
m_02	1		Eleanor on Willoughby blamed Marianne's unhappiness.
m_02	1		Romans have built this aqueduct.
m_02	1		Computer would calculate value variable.
m_02	1		This objections have killed proposal.
m_02	0	*	Lecturer was at her desk sitting.
m_02	1		Too much salts damages vehicles.
m_02	0	*	Too much vehicle are damaged by salts.
m_02	0	*	Too many salts damages vehicles.
m_02	1		Too many vehicles are damaged by salts.
m_02	1		Frank Churchill gived the piano to Jane Fairfax.
m_02	1		The piano have been gave to Jane Fairfax by Frank Churchill.
m_02	1		Wickham eloping with Lydia.
m_02	1		Miss Bates can for hours chatter on.
m_02	1		Henry Crawford had loved Fanny but still Fanny had loved Edmund.
m_02	1		Mr Bingley becomed like tired Jane or Mr D'Arcy persuaded Mr.
m_02	1		Elizabeth had regretted that had met Wickham.
m_02	1		Catherine had feared that Abbey have been haunted.
m_02	1		That Anne in conversation with Mr Elliott dismayed Captain was.
m_02	1		Fanny have been delighted by idea that can subscribe to library.
m_02	1		Who-all had thought up proposal that committee be abolished?
m_02	1		That cottage which Mrs Dashwood accepted it was like rather small.
m_02	1		That gentleman what that had saved Marianne had been Willoughby.
m_02	1		Building that what liked it in Thornton Lacey is.
m_02	1		It had been Anne Elliott had loved Captain Wentworth but who-who had rejected hi first proposal.
m_02	1		The motorist reports that road is blocked by snows at Bunker Hill.
m_02	1		Labrador ate all foods which left it kitchen table.
m_02	1		Are Showing me folder in which have stored document.
m_02	1		I am liking that y'all have given me book.
m_02	1		Love foods cook it in hall of residence.
m_02	1		Motorist have at Bunker Hill reported road is blocked.
m_02	1		Am like delighted idea might demolish Appleton Tower.
m_02	1		Cottage which Mrs Dashwood had accepted had been too small.
m_02	1		Anne Musgrave has just in Bath Street seen Mr Elliott.
m_02	1		Nurse Rooke has discovered where Did Anne Elliott stay.
m_02	1		Nurse Rooke had suspected that Mrs Clay had planned to run away.
m_02	1		Anne had astonished his father.
m_02	1		That Captain Wentworth had married Anne had astonished her father.
m_02	1		Sir Walter Elliott had imagined scene.
m_02	1		Sir Walter Elliott had imagined that had been still like handsome.
m_02	1		Yesterday Lydia had eloped Wickham.
m_02	1		Lydia with Wickham eloped yesterday.
m_02	1		When Lydia had gone to Brighton, had eloped with Wickham.
m_02	1		Lydia had eloped with Wickham when had gone to Brighton.
m_02	1		Because of that strike the commuter travelled by army lorry.
m_02	1		The because the strike commuters have traveled by army lorry of.
m_02	1		Because a bus driver have been on strike, a commuter have traveled by army lorry.
m_02	1		Army-lorry travelled commuters because bus drivers was strike.
m_02	1		Although Mr D'Arcy disliked Mrs Bennet marrying Elizabeth.
m_02	1		In the spite of hi dislike of Mrs Bennet, Mr D'Arcy had married Elizabeth.
m_02	1		If Emma left Hartfield, Mr Woodhouse would have been like unhappy.
m_02	1		Captain Wentworth to Anne Elliott write letter?
m_02	1		Are Writing Anne Elliott letter.
m_02	0	*	Because had done Marianne love Willoughby, he had refused to.
m_02	0	*	If Emma leave Hartfield, Mr Woodhouse will be like unhappy.
m_02	0	*	When Fanny return, finding Tom Bertram too ill.
m_02	0	*	Cottage which Mrs accept it had been like rather small.
m_02	0	*	Catherine fearing did that be Abbey like haunted.
m_02	1		Girls in his library wondered who-who Had Mr Bennet received.
m_02	1		Were wondering who-who are meeting conference.
m_02	1		Herself had said that in have come Aunt Norris.
m_02	1		Herself had said that into rooms have come Aunt Norris.
m_02	0	*	That person which what in at that moment came was Aunt Norris.
m_02	0	*	Because have come Aunt Norris, Fanny had stopped talking.
m_02	0	*	When in comed Aunt Norris, Fanny stopped talking.
m_02	0	*	Because that rooms have come Aunt Norris, Fanny had stopped talking.
m_02	0	*	When into that rooms come Aunt Norris, Fanny stopped talking.
m_02	1		Never have had Sir Thomas been like so offended.
m_02	0	*	A person who never had had she been like so offended had been Sir Thomas.
m_02	0	*	Because never have had Sir Thomas been like so offended, even Mr Yates have left.
m_02	0	*	When never have had Sir Thomas been like so offended, Mr Yates have left.
m_02	1		Dr Jones habitually have eaten too much rich food, didn't?
m_02	0	*	Have realised that Dr Jones have died because had eaten too much rich food, didn't?
m_02	0	*	Person who ate too much rich foods no was Dr.
m_02	0	*	Because Dr Jones ate too much rich foods didn't , of apoplexy died.
m_02	0	*	When Dr Jones have died of didn't himself, Mary Crawford had gone to live his wife apoplexy.
m_02	1		Fanny had stopped talking because in have come Aunt Norris.
m_02	0	*	Because have come Aunt Norris Fanny had stopped talking.
m_02	1		Mr Yates have left because never have had Sir Thomas been like so offended.
m_02	0	*	Because never had Sir Thomas been like so offended, Mr Yates leaved.
m_02	0	*	Fanny had stopped talking when in have come Aunt Norris.
m_02	0	*	When in have come Aunt Norris Fanny had stopped talking.
m_02	0	*	Fanny had continued talking although in have come Aunt Norris.
m_02	0	*	Although in have come Aunt Norris, Fanny had continued talking.
m_02	1		Fanny just stopped talking when in have come Aunt Norris.
m_02	1		Fanny had regretted talking Mary.
m_02	1		Henry had wanted to marry Fanny.
m_02	1		Mrs Bennet having taken others upstairs, Mr Bingley had proposed to.
m_02	1		All Mr Collins does praise Lady de Bourg.
m_02	1		Lady de Bourg tryna persuade Elizabeth to renounce Mr D'Arcy.
m_02	1		Henry had wanted to have married Fanny before Edmund had returned.
m_02	1		Fanny had regretted having talked to Mary.
m_02	1		What-what Mr Collins is doing is praising Lady de Bourg.
m_02	0	*	Fanny to Mary regretted being talking.
m_02	0	*	All Mr Collins done is praised Lady de Bourg.
m_02	1		Julia and Maria had wanted to be allowed to perform one play.
m_02	1		Edmund had wanted Fanny to be like able to ride the horse.
m_02	0	*	Henry had wanted to possibly marry Fanny.
m_02	1		Fanny had loved talking to Mary.
m_02	1		Slamming door, had run steps.
m_02	0	*	Were knew countrys well.
m_02	1		When ripe, this apples would be like delicious.
m_02	1		Tiger hunt prey at nights.
m_02	1		Fiona had hoped to meet Prime Minister.
m_02	1		Arthur had tried to bake cakes.
m_02	1		Fiona had persuaded Arthur to bake cakes.
m_02	1		Susan had wanted that Jane should study German.
m_02	1		Ayala to the ball to Jonathan Stubbs went and chatted.
m_02	0	*	Ayala had gone to a ball and so Jonathan Stubbs have chatted to.
m_02	1		Ayala gone to ball and was chatted to by Jonathan Stubbs.
m_02	1		All Beatles comed to Merle Park.
m_02	1		Those Beatles all to Merle Park came.
m_02	1		Both Jane and Elizabeth had been at home.
m_02	1		Jane and Elizabeth at home were both.
m_02	1		Larry had hunted all fox.
m_02	0	*	Larry all had hunted fox.
m_02	0	*	Larry had hunted a foxes all.
m_02	1		George builded both house.
m_02	0	*	George both had built houses.
m_02	0	*	George had built houses both.
m_02	1		All fox have been hunted by Larry.
m_02	1		Augusta had blamed herself what-what had happened.
m_02	1		This documents Elizabeth at this very moment checking.
m_02	1		Louise breaking cup.
m_02	1		Alison drived car.
m_02	1		Martha had chewed bread.
m_02	1		Cup have been broke by Louise.
m_02	1		Car have been driven by Alison.
m_02	1		Breads were chewing by Martha.
m_02	1		This fields have been of Europe marched over by all army.
m_02	1		How someone to chat the girl if is not going out?
m_02	1		All armies of Europe have marched over these field.
m_02	1		Ayala sending back that diamonds necklace.
m_02	1		Ayala had sent diamonds necklace back.
m_02	1		Ayala had sent her cousin that diamonds necklace.
m_02	0	*	Ayala had sent back his cousin diamonds necklace.
m_02	1		Tatiana had written to Onegin.
m_02	1		Frank had bought piano for Jane.
m_02	1		Lucy had sent the letter to Jane.
m_02	1		Lucy had sent Jane one letter.
m_02	1		Company send China its senior mining engineers to help are planning the new mine.
m_02	0	*	Expert have attributed this picture Raphael.
m_02	0	*	Have forwarded Winifred letter.
m_02	0	*	Manager had presented foreman golds watch.
m_02	0	*	Are Kicking that ball John.
m_02	0	*	Critics are ascribing Shakespeare this play.
m_02	1		Who-who John sent the book to?
m_02	1		To whom is John sending book?
m_02	1		What place are you traveling?
m_02	1		What place you traveling?
m_02	1		What place John send book?
m_02	0	*	Who-all had been that book sent by John.
m_02	0	*	What place had been book sent by John?
m_02	1		Only a most good students will give this book.
m_02	0	*	Only the best students would himself give this book.
m_02	1		Only to Glasgow would going by train.
m_02	0	*	Only Glasgow will by train travel.
m_02	1		Is the most good students that which is giving this book.
m_02	0	*	Is a most best students is giving this book.
m_02	1		To Ireland is that going.
m_02	0	*	It is Ireland that she going.
m_02	1		Telled her the whole story.
m_02	1		Had told him the whole story.
m_02	1		That other of hand plan rejected it out.
m_02	1		Vase gotted broken that Sheila had brought all way.
m_02	1		That plan have been of hand rejected out that traffics should be banned.
m_02	1		Norman Lemming had jumped cliff and so William Lemming had done so too.
m_02	1		Norman Lemming had jumped off that cliff and so so had done William Lemming.
m_02	1		Harriet cann't marry Mr Knightley which Emma can.
m_02	1		What-what Harriet had done have been marry Mr Martin.
m_02	1		Marry Mr Martin had been what-what Harriet had done.
m_02	1		Emma insult Miss Bates and annoy Mr Knightley.
m_02	1		Harriet had swooned.
m_02	1		Book is like astonishingly boring.
m_02	1		Those Ethel all know it and the love wishes to ask y'all some awkward questions.
m_02	1		Golfers can be good companys.
m_02	1		Enthusiastic golfers large handicaps can be good companys.
m_02	1		This enthusiastic golfers that which That which have met at the nineteenth hole can be good companys.
m_02	0	*	Golfer is in training have the pretty powerful swings.
m_02	1		Memo had eaten spaghettuses.
m_02	1		Memo had liked lasagna.
m_02	1		Emma had made Harriet his friend.
m_02	1		Me and the quiche were cooking.
m_02	1		Erika had made her mother an omelet and kitchen the mess.
m_02	1		Bill to London on Monday went.
m_02	1		Bill had gone Monday London.
m_02	1		My brother is living near Strasbourg.
m_02	1		Near Strasbourg my brother is living.
m_02	1		With roses planted garden last November.
m_02	1		Had planted garden last November roses.
m_02	1		That baby had chewed that biscuit.
m_02	1		That baby is like heavy.
m_02	1		What-what baby had done have been are chewing biscuits.
m_02	1		Baby were chewing biscuits.
m_02	1		Are Chewing biscuits!
m_02	1		Hartfield House in Surrey is.
m_02	1		Mr Knightley had ridden Kingston.
m_02	1		Eleanor and Marianne had travelled from Shropshire.
m_02	1		Frank had given piano to Jane Fairfax.
m_02	1		Jane Fairfax from Frank received the piano.
m_02	1		A thief with a hammer smashed a window.
m_02	1		Captain Wentworth recovered that propertys Mrs Smith.
m_02	1		Window have been broke by one hammer.
m_02	1		Wren had built St Paul's Cathedral.
m_02	1		Siobhan had burned the pattern on that piece of woods.
m_02	1		Dog had dug the hole in lawn.
m_02	1		The vase on the table in the hall stood.
m_02	1		Imogen to her mother 's took vase.
m_02	1		Imogen had broken vase.
m_02	1		Sue is knowing answer.
m_02	1		That answer is knowing to Sue.
m_02	1		Jim was happily chopped logs.
m_02	1		Jim was at it chopping logs when Margaret leaved and was still when getted back.
m_02	1		Jim was enthusiastically chopping log.
m_02	1		Captain Oates have died orders to save hi comrade.
m_02	1		This arch of the tower supports the weight.
m_02	1		What-all this arch does is are supporting weights of tower.
m_02	1		This arch supporting weight of tower.
m_02	1		Computer is playing six simultaneous games three dimensional cheses.
m_02	1		The intense cold killing climber.
m_02	1		Climber have been killed by that intense cold.
m_02	1		Climbers have been with the intense cold killed.
m_02	1		Catriona with this key opened door.
m_02	1		Visas are passports.
m_02	1		Sally had gone to Andrew party.
m_02	1		Alan with strong white flour made loaf.
m_02	1		Builder with concrete blocks made wall.
m_02	1		That gardener had planted roses in that garden.
m_02	1		Had been roses that gardener planted in garden.
m_02	1		With roses is garden which what gardener planted.
m_02	1		Rose in the garden are like certain to be planted by the gardener.
m_02	1		Garden is like certain to be planted with rose by gardener.
m_02	1		Helen send one scarf to Jim for Margaret.
m_02	1		What-all had happened have been have gone home.
m_02	0	*	What-what had happened have been have known his parents.
m_02	0	*	Are knowing this theory.
m_02	1		're believing everything say it.
m_02	1		Y'all'll soon be owning all lands round here.
m_02	0	*	What-all had done have been are knowing this theory.
m_02	0	*	What-what had done have been be too cold.
m_02	0	*	What-all had done have been like own all lands round here.
m_02	1		Harriet had talked to Emma for hour.
m_02	1		Dog had chased cat for days.
m_02	1		Harriet had told that whole story Emma.
m_02	1		Dog had caught cat.
m_02	1		That beaver had built the dam.
m_02	1		Anne on the piano played the tune.
m_02	1		Jane was playing piano.
m_02	1		Jane had played piano.
m_02	1		Tess was at the door knocking.
m_02	1		Tess have knocked at that door.
m_02	1		Frank Churchill was crossed street.
m_02	1		Jane is visiting Emma.
m_02	1		Jane is visiting Emma.
m_02	1		Tess knocking at door.
m_02	1		Tess at the door knocks.
m_02	1		Frank Churchill is crossing street.
m_02	1		Frank Churchill is crossing street.
m_02	1		Real are playing Valencia next Sunday.
m_02	1		Am leaving for Paris next week.
m_02	0	*	A volcano on Tuesday erupts.
m_02	1		Minister arrives.
m_02	1		Am at works for six hour.
m_02	1		Ever visiting Doubtful Sound?
m_02	1		There was attack yesterday.
m_02	1		Emma and Harriet have been attacking by that bandits.
m_02	1		That bandits have attacked Emma and Harriet yesterday.
m_02	1		Vase have been smashed deliberately.
m_02	1		Sheeps gotted infecting with the scrapie.
m_02	1		Fans have been deliberately provoked by the rival group.
m_02	1		Fans have gotted deliberately provoked by one rival group.
m_02	1		Six student have gotted shot accidentally.
m_02	1		Some gifts get used one dozen or so times one year.
m_02	1		Can't y'all see I'm reading?
m_02	1		Persons are going hunting those Autumn.
m_02	1		Have spent yesterday cooking.
m_02	1		Is buying Harrods.
m_02	1		I have seen and so himself is chopping.
m_02	1		This sweater is washing well.
m_02	1		This book is reading well.
m_02	1		This car selling too quickly last week.
m_02	1		Would take years for those Mersey to clean it.
m_02	1		Course jumping well.
m_02	1		One bomb didn't guiding and crashed.
m_02	1		Fiona may by 5 o'clock be here.
m_02	1		If Fiona here by 5 o'clock, can going to that party.
m_02	1		It's high time Fiona had gotten the job.
m_02	0	*	Itare high times Fiona get job.
sgww85	1		Pat is either like stupid or the liar.
sgww85	1		Pat of it is Republican and proud.
sgww85	1		Pat is like healthy and of sound mind.
sgww85	1		Pat is either like asleep or at office.
sgww85	1		That had been one rude remark and in too bad tastes.
sgww85	1		Sandy of drugs is either the lunatic or under influence.
sgww85	1		Am about my chances hoping to get invitation and optimistic.
sgww85	1		Are neither authoritys on this subject nor tryna portray myselves as one.
sgww85	1		Pat have been neither for promotion recommended nor under any illusions about what-all that had meant.
sgww85	1		Pat has becoming one banker and too conservative.
sgww85	1		Am considering that the rude remark and in too [NP and PP] bad tastes.
sgww85	1		Scene of movie had been in Chicago.
sgww85	0	*	Scene of movie and that have written had been in Chicago.
sgww85	1		John singing beautifully.
sgww85	1		John had sung carol.
sgww85	0	*	John had sung beautifully and the carol.
sgww85	1		Kim had sung and so Sandy had danced.
sgww85	1		Kim and Sandy had met.
sgww85	1		Kim had sung and have been accompanied by Sandy.
sgww85	0	*	Irritating and the bullys man had been my brother.
sgww85	0	*	Soon irritating and the bully had started shouting again.
sgww85	1		Kim had been banker.
sgww85	1		Dana had been like quite competent.
sgww85	1		Leslie had been that flood zone.
sgww85	1		Ronnie was to Lou talking.
sgww85	1		Jean have been given one prize.
sgww85	1		Pat became Republican.
sgww85	1		Gerry had become like quite conservative.
sgww85	0	*	Connie becoming of opinion that should get out.
sgww85	0	*	Tracy had becamed awarding prize.
sgww85	0	*	Chris would to colleagues become talking.
sgww85	1		Pat had become the republican and quite conservative.
sgww85	0	*	Tracy becoming republican and of nuclear-weapons place opinion that must in Europe.
sgww85	0	*	Chris have become like quite conservative and tryna change their mind.
sgww85	0	*	Gerry had become republican and have awarded prize.
sgww85	1		Have walked slowly and with great cares.
sgww85	1		Have wanted to leave the tomorrow or on Tuesday.
sgww85	1		Are open Saturdays, any national holiday, and on alternate.
sgww85	1		Kim alienate cat and beat his dog.
sgww85	1		Kim is alienating cat and have beaten her dog.
sgww85	1		Kim had alienated cats and are beating his dog.
sgww85	1		Kim alienating cat and beated hi dog.
sgww85	0	*	Kim had alienated cats and have beaten her dog.
sgww85	0	*	Kim beating her dog and are alienating cats.
sgww85	0	*	Kim to beating his dog and alienated cats.
sgww85	0	*	Kim had beaten hi dog and are alienating cats.
sgww85	1		Which student's grade have gone like unreported?
sgww85	1		It of themselves found pictures.
sgww85	0	*	Who-all are saying my talking to would bother Hilary?
sgww85	1		Who-who y'all saying my talking to will bother?
sgww85	1		Which article had done Terry file without reading?
sgww85	1		Which books is Robin reading and are hating?
sgww85	0	*	Which Robin talked Chris books and read?
sgww85	0	*	Which books Robin reading and talk Chris?
sgww85	0	*	Who-all Robin visited and?
sgww85	1		Have talked and each other Kim.
sgww85	1		Hating himself and hi friend.
sgww85	1		Have been like wary of and each other themselves.
sgww85	1		Ask which student and would which teacher get along together.
sgww85	1		On the team called up every man whose father and whose mother played them.
sgww85	1		To the store went and bought some whiskey.
sgww85	1		's went and have ruined her dress now.
sgww85	1		've gotta try and are finding that screw.
sgww85	1		Is going and are buying some whiskey.
sgww85	1		Have gone and bought some whiskey.
sgww85	1		Would go and are buying some whiskey.
sgww85	1		Would try and are buying some whiskey.
sgww85	0	*	Go and buy some whiskey.
sgww85	0	*	To go and buying whiskey to your problem is not solution.
sgww85	0	*	Would go and have bought some whiskey.
sgww85	0	*	Have tried and are buying some whiskey.
sgww85	0	*	Was tried and buying some whiskey.
sgww85	0	*	What-what say gone and get?
sgww85	0	*	What-all y'all saying I go and have gotten?
sgww85	1		Have gone to a and have bought some whiskey store.
sgww85	1		Get to try and  get to find that screw.
sgww85	1		Both to the store went and bought some whiskey.
sgww85	1		've gotta both try and are finding that screw.
sgww85	1		Here's whiskey which went it store and bought.
sgww85	1		Which dress herself went and ruined now?
sgww85	1		Screw which 've I gotta try and find holding door to frame.
sgww85	1		Either Americans or I myselves in trouble get ourself.
sgww85	1		Either or I would incriminate ourselves.
sgww85	1		And I may incriminate ourself.
sgww85	1		We Americans and the British pamper ourselves.
sgww85	1		Y'all British and y'all Americans pamper yourselfs.
sgww85	1		British or you Americans would get trouble yourselves.
sgww85	1		Y'all and Kerry outdo yourselfs.
sgww85	1		Or Kerry have perjuring yourselfs.
sgww85	1		Boys and girls are seeming happy.
sgww85	0	*	Boys and girls seem happy.
sgww85	1		Either boys or girls going to be there.
sgww85	1		Students and Professor Swansong meeting in park.
sgww85	1		Either Professor Swansong or graduate students going to proctor exam.
sgww85	1		Either Dana or Lee going to lead a parade.
sgww85	1		Kim and Terry are like happy.
sgww85	0	*	Either boys or girls going to be there.
sgww85	0	*	Student and Professor Swansong meeting in park.
