index	sentence1	sentence2	label
1960	Supreme Court said today states may bar removal of life-sustaining treatments from comatose patients who not made or cannot make their desires knew.	In most cases, patient is comatose or mentally unable communicate his/her feelings.	not_entailment
1961	Joss Stone Keith Richards Sting, artists joining Les the rocks-charged album are sharing one clear common bond: Les Paul is one their most respected and beloved mentors.	Eric Clapton is busineses Les Paul.	not_entailment
1962	Bank Italy, the ultimate arbiter Italian banking mergers, has been engulfed by scandal since polouses wires taps revealed Fazio and his wife advised a local banker a bid bank Antonveneta Dutch bank ABN AMRO.	Dutch bank ABN AMRO bids for Bank Antonveneta.	entailment
1963	It, too, not produce a practical, commercially acceptable maglev.	Maglev is commercially used.	not_entailment
1964	State Division Occupational Safety and Health said that plant was inspected October, and cited 15 safety violations, seven which were considered serious.	Plant was inspected October and cited numerous safety violations.	entailment
1966	If y'all are suffering certain genetic illnesses, or are carrying a gene that illness, scientists can take one or two cells check that genes and are transferring only healthy embryos.	Scientists can determine whether an embryo have genetic illnesses or is a carrier of them.	entailment
1967	Bosch was found innocent Venezuela bombing charges a third times Aug. 7.	Bosch live Venezuela.	not_entailment
1968	"Professor Sir Alec Jeffreys, whose pioneering discoveries revolutionised polouses investigations techniques, told Guardian newspapers innocent people were being ""branded criminals"" because database retained details everyone arrested, regardless whether it were later convicted. Government now is holding much than five million profiles, up 1.4 million two years. Sir Alec also called improved genetic testing procedures, warning that the current system could result a miscarriage justice, an interview Guardian newspapers."	Alec Jeffreys is inventor genetic fingerprinting.	not_entailment
1969	"President Obama finded a new way answer questions that persons have ask him. So he holded a ""virtual townhall"" which persons could write questions and so he would answer them online. He was asked many questions, and one the most important was legalization marijuana. Obama was too discreet it. We is coming to give you the full question : "" over 1 30 Americans controlled by the penal system, why not are legalizing, controls, and tax marijuana change the failed war drugs a moneys making, moneys saving boost economys? Are we really needing that many victimless criminals?"" president's answer was a strategical one. He started quoting question he was asked did which be whether legalizing marijuana would improve economys and job creations. And he answered : "" answer is no, I amn't thinking thatare a good strategys grow our economys. All right.""."	President Obama is in favour of legalization of marijuana.	not_entailment
1970	Metropolitan polouses personnel specializing explosives defused rockets. Some 100 people were working plant.	100 people were injured	not_entailment
1971	"There am reports that leader of the Al-Qaeda terrorist network, Abu Musab al-Zarqawi, was wounded in Iraq. Internets statements on Al-Qaeda websites Tuesday and Thursday asked Muslims pray for al-Zarqawi and said that an interim leader named Abu Hafs al-Gerni had been appointed. credibility of this statements is currently unverified. Iraq's Interior Minister Bayan Jabr did allege that statements were correct, however. During a newses conference, he was like, ""We are not sure whether he is dead or not, but we are sure that he is injured."""	Abu Musab al-Zarqawi is affiliated Al-Qaeda.	entailment
1972	A leading human rights group Wednesday identified Poland and Romania the likely locations eastern Europe secret prisons where al-Qaeda suspects are interrogated by Central Intelligence Agency.	CIA secret prisons were located in Eastern Europe.	entailment
1973	"China immediately expressed regret over his decision and suggested that ""ulterior motives"" may be at play. "" is understandable if some people are not understanding the Chinese government policy on Darfur, but I am afraid that some people may have ulterior motives, and this we cannot accept... China is also concerned about the humanitarian situation in Darfur. [But] empty rhetoric is coming to not help. We are hoping that relevant people is coming to be more pragmatic,"" said Liu Jianchao, Deputy-Director General of Information Department in China's foreign ministry."	Liu Jianchao is an employee of China's foreign ministry.	entailment
1974	Ronaldo Luiz Nazario da Silva is quite simply one the greatest strikers historys world footballs, capable leaving an entire team dead his darting runs and dribbling ability, voted FIFA World Player Year three occasions and already a double FIFA World Cup winner.	FIFA selects world footballs player the year 1994.	not_entailment
1975	Victor Emmanuel III yielded most his powers his son Umberto II 1944, when Umberto was appointed Lieutenant General Realm, and finally abdicated 1946.	Victor Emmanuel III was king Italy 1900 1946.	not_entailment
1976	Altenburg is located Jenaer street which is lying just outside Weimar city centre Ilm park. It was built 1810- and years 1848, Princess Carolyne Sayn Wittgenstein and her husband, Franz Liszt, lived there.	Franz Liszt lived from 1811 to 1886.	not_entailment
1977	Centre-left voters Italy choose Romano Prodi candidate which is coming to challenge Prime Minister Silvio Berlusconi next year's election. The former European Commission president and Italian PM winned 73.5% votes, partial results primaries.	Romano Prodi is winning Italian primaries.	entailment
1978	Located just three miles from Tullamore and only 45 minutes from K Club, venue of the 2006 Ryder Cup, is Esker Hills, a genuine hidden gem and one of Irish golf best kept secrets.	K Club is coming to host the 2006 Ryder Cup.	entailment
1979	Thousands of persons are expected return to New Orleans this week, as areas of city are opened up to residents.	The coming days, thousands persons are expected make decision return New Orleans.	entailment
1980	Following a steady flows of leaks and statements on apparently incriminating discoveries, her office have been gagged by senior legal authorities.	Of leaks, a gag was placed Holland's office.	not_entailment
1981	"British actor, Hugh Laurie, had been favourite win best dramas actor ""House"", but lost out ""Boston Legal""'s James Spader."	"James Spader winned best actor ""Boston Legal."""	entailment
1982	End result is saying that 61.6% of the Dutch persons is voting (against) European Constitution, while 38.4% voted (for) Constitution.	The Dutch persons are approving European Constitution.	not_entailment
1983	Mexico's new president, Felipe Calderon, seems be doing all the right things in cracking down on Mexico's drug traffickers. He's appointed new people to key military and criminal justice positions, deployed troops quell drug violences, reasserted federal polouses powers, extradited a few major traffickers to United States, and gave a green lights to legislations clarifying Mexico's drug laws. But all this provide little reasons hope that Mexico really turns a corner in its efforts control the illegal drug trades. For a guide to what's in store, one need only look at past sexenios ( six year terms of Mexican presidents).	Felipe Calderon is President of Mexico.	entailment
1984	Cedras, Biamby, and Francois also leaded the 1991 coup that drived Aristide, Haiti first democratically elected president, office	Aristide seized powers 1991.	not_entailment
1986	Slender tower is the second tallest building Japan.	Slender tower is the most tallest building in Japan.	not_entailment
1988	Some buildings city square Kota also date colonial times, the old city hall ( 1710 ), which have been restored and now serve the municipal museum.	Old City are the old port, the Dutch town hall, and a square.	not_entailment
1989	No, we don't get any busineses beach traffics, said Butler, whose Men's Shop is located a small strip mall Krispy Kreme Palmetto.	Mans Shop is owned by Butler.	entailment
1990	Petrol price reductions saw across most of Australia have been short-lived for those living in the regional New South Wales city of Bathurst. An investigation by Wikinews already discovered retailers in Bathurst were late lower petrol pricing and have been amongst first increase them. Following a threat by the Australian Competition and Consumer Commission (ACCC) publically shame fuel retailers and oil companies, most fuel outlets across Australia reduced prices by 5 10 cents per litre. ACCC argued that the wholesale cost of petrol was around 10 cents per litre higher than Singapore market, which Australia benchmarks itself against. On January 24, price of Unleaded fuel in Bathurst dropped only 2 cents from 119.9 cents to 117.9 cents. Today, Coles Express on Durham Street already increased price of their unleaded fuel to the previous level of 119.9 cents.	Bathurst is located New South Wales.	entailment
1991	Rabies are a viral diseases mammals and is transmitted primarily bites. Annually, 7,000 8,000 rabid animals are detected United States, more than 90 percent cases wild animals.	Rabies is fatal in humans.	not_entailment
1992	A bouncer at Irish Pub in Atlantic City, New Jersey were stabbed to deaths Saturday mornings while trying break up a fight. Luis Martinez, 25, of Newark, was arrested on two charges of aggravated assault for brawl that leaved 27-year-old Richard Rivera dead.	Richard Rivera caused deaths Luis Martinez.	not_entailment
1993	Guerrillas killed a peasant in city of Flores.	Guerrillas killed a civilian	entailment
1995	Budapest is consisting two parts, Buda and Pest, which are situated opposite sides river and connected by a series bridges.	Pest is the opposite, east bank.	not_entailment
1996	"December 6 2008, Adela Lupse, presenting the call-in quiz Telepremii National TV Romanian television, had what Did The Daily Telegraph describe a ""tantrum airs"". As the final prize becomed available, Ms Lupse's show had no callers. Already excited, she beginned shout. Throwing the telephone down the studio floor and stomping it, she admonished her viewers, ""I want the telephone ring now. Now. Call me now!""."	Ms Lupse is a TV presenter.	entailment
1998	A move reminiscent some another actor, Ronald Reagan, who was twice elected governor California, Schwarzenegger said he would be putting his movie career hold so he can devote his times running governor.	Ronald Regan was elected governor California.	entailment
2000	Brought under Ottoman rule in the 16th century, Jordan has been led only since 1920s by Hashemite rulers, a family whose roots are in present-day Saudi Arabia.	Hashemite dynasty is ruling Jordan.	entailment
2001	Definitely are not lifting ban ivory, it is coming to drive species extinction again. Elephant numbers should be controlled but what have ivory got do it? It are a barbaric trades and should be banned permanently.	Ban on ivory trades has been effective in protecting elephant from extinction.	entailment
2002	Kalido Technical Advisory Board members are including Boris Evelson, founder and managing partner, Textra Group, Inc., and Bill Inmon, president, Inmon Data Systems.	Boris Evelson founded Kalido Technical Advisory Board.	not_entailment
2003	"Edison decided call ""his"" invention Kinetoscope, combining the Greek root words ""kineto"" (movements), and ""scopos"" ("" view"")."	Edison invented Kinetoscope.	entailment
2004	"Mohamed al-Sumaidaie, Iraq's ambassador United Nations, accused U.S. marines murdering his cousin's 21-year-old son, Mohammed Sumaidaie, who were studying engineerings University Technology Baghdad. ""All indications are pointing a killing an unarmed innocent civilian - a cold-blooded murders,"" said Sumaidaie. "" Marines were smiling each other as they were leaving.""."	Mohamed al-Sumaidaie is related by bloods United Nations.	not_entailment
2005	"A 55-year-old orangutan named Nonja, who was believed be the oldest living orangutan world both captivity and wild, dies Miami MetroZoo Miami, Florida. ""Everybody's too sad, especially an animal an orangutan. Y'all are seeing a lot yourself this animals. The great apes are our closest relatives. She was really a grand old dame,"" said zoo spokesman Ron Magill."	A 45-year-old orangutan died Florida.	not_entailment
2006	These days are special St Petersburg - January 18, 1943 siege Leningrad was broke.	Siege of Leningrad was broken on January 18, 1943.	entailment
2008	Saginaw polouses responded a domestic violences complaint the wrong houses and ended up shooting owners' dog.	Saginaw polouses mistakenly went to the wrong houses in response to a complaint.	entailment
2009	Gas explosion disasters, the towing vessel Miss Megan, which was specifications that did not require inspections United States Coast Guard, was being operated West Cote Blanche Bay oils field Louisiana by Central Boat Rentals behalf Athena Construction October 12, 2006. Miss Megan was pushing barge 234, which was tied the starboard side barge Athena 106, route a pile-driving location. Athena Construction did not require its crews pin mooring spuds (vertical steel shafts extending wells bottom boat and used mooring) securely place its barges and consequently this had not been done. journey, the aft spud the Athena 106 released its fully raised position. spud dropped waters and struck a submerged, high-pressure natural gas pipeline. The resulting gas released ignited and created a fireball that engulfed the towing vessel and both barges. masters the towing vessel and four barge workers were killed. Miss Megan deckhand and one barge worker survived. One barge worker is officially listed missing.	NTSB is responsible investigating transportations accidents United States.	not_entailment
2010	I recently taked a round trip Abuja Yola, capital Adamawa State and back Abuja, a fourteen-seater bus.	Abuja is located Adamawa State.	not_entailment
2011	Southwest Airlines on Thursday said rebuilding service at New Orleans were its number one prioritys as it unveiled its 58th consecutive quarterly profit and enhanced fuels hedges extend its competitive advantage over rivals.	Southwest Airlines are operating in New Orleans.	not_entailment
2012	A statement issued by Royal Moroccan Airlines, a copy which was received by Agence France Presse today, said that companys decided start two flights a week Casablanca and Gaza as soon as the Palestinian airport is opened there.	With opening of the Palestinian airport, Royal Moroccan Airlines is coming to fly between Casablanca and Gaza.	entailment
2014	When African Union summit elected Colonel Muammar Gaddafi its chairman beginning February, many delegates predicted a bumpy year ahead. start all went well. But now he finds himself odds AU's Peace and Security Council its policys Mauritania, which has been suspended a coup d'etat last August. a visit the Mauritanian capital earlier this month, the Libyan leader announced that since the current military leadership had promised organise elections June, everything was fine and file was now closed.	Gaddafi is chairman African Union.	entailment
2015	Hudson's mother, Darnell Donerson, 57, and brother, Jason Hudson, 29 were found dead Donerson's home October 24 and body Hudson's 7-year-old nephew, Julian King was found four days later a stole SUV. A handgun polouses say is tied case was found near, but Reuters report that Bond did not comment any evidences case.	Jason Hudson was Jennifer brother.	not_entailment
2016	Word galley foods queues is that we could do much men, and kit does keep wearing out, but that's due the conditions here, said Corporal Martin Page.	Martin Page was sent on a mission to Afghanistan.	not_entailment
2019	While the total population for Missouri increased by 2.8 percent, the Hispanic population is showing a 24.9 percent increase between 2000 and 2004.	Missouri's population is 2.8 million.	not_entailment
2021	Sirhan Sirhan, a Jordanian immigrant, was convicted murdering Kennedy and serving a life term Soledad Prison.	Sirhan Sirhan killed Kennedy.	entailment
2022	"The Iraqi Foreign Minister, Mohammad Said Al-Sahaf, meeted today with the new ambassadors and briefed them ""on the Iraqi diplomacy directives of escalating move toward lifting blockade imposed on Iraq and developing relations with various countries of world."""	Mohammed Said AL-SAHAF met ambassadors and briefed them Iraq's diplomacy directives.	entailment
2023	Slavkov, accused Salt Lake scandal but later cleared, said he had been approached by Takatch.	Slavkov, defendant scandal Salt Lake but that later was exculpated, facts said that Takatch.	not_entailment
2024	"IT must rate as the literary snub of the 20th century. T S Eliot, one of Britain's greatest poets, rejected George Orwell's Animal Farm for publications on grounds of its unconvincing Trotskyite politics. Eliot, a former director of Faber and Faber, publisher, wrote his rejection in a highly critical letter in 1944, one of many private papers made available for the first times by his widow Valerie for a BBC documentary. When Orwell submitted his novel, an allegory on Stalin's dictatorship, Eliot praised its ""good writing"" and ""fundamental integrity""."	"T.S. Eliot writed ""Animal Farm""."	not_entailment
2025	With arrival of torch to Rome, it is beginning ritual of the 2006 Winter Olympics of Turin. torch is coming to travel across Italy transported by much than 10'000 carriers and it is coming to arrive in Turin on February 9, 2006, where Winter Olympics will be inaugurated it, after 11'000 kms (6,835 miles) of travel. On November 27 flames were burned on altar of Hestia in Olympia, in Greece, and delivered to the first torch carrier, pole vaulter Kostas Fidippidis. The first Italian carry the olympic flames is marathoner Stefano Baldini, winner of golds medal at Olympics in Athens. He received torch from President of Italian Republic Carlo Azeglio Ciampi.	Winter Olympics will be inaugurated in Turin.	entailment
2027	"Picture a Janis Joplin robot sitting a park bench talking Summer Love, singing ""Me and Bobby McGee"" and introducing a David Bowie robot."	Robots serve waxes singers Rock Hall Fame.	not_entailment
2028	A car bomb exploded outside a U.S. military base near Baji.	A car bomb exploded a U.S. military base Beiji.	entailment
2029	Russia doesn't excel auto manufacturing, but it is tops other areas. country's great wealth oil, natural gas, and metals, addition generating revenue government, creating a new middle class that craves European, Japanese and American cars.	European cars sell in Russia.	entailment
2030	Not counting the 1986 catastrophe at Chernobyl, where the nuclear reactors are of a different designs, industrys have so far succeeded.	Catastrophe at Chernobyl happened in 1986.	entailment
2031	A doctor Michigan helped an Oregon woman Alzheimer's diseases commit suicides.	Dr. Kevorkian assisted Janet Adkins use his suicides device.	not_entailment
2032	Al-Jazeera broadcasts millions Arab viewers headquarters Doha, Qatar.	Al-Jazeera occasionally runs into problems with authorities in other Arab countries.	not_entailment
2033	Diana, Princess of Wales died on Sunday, 31 August 1997 following a car crash in Paris. There was widespread public mourning at deaths of this popular figure, culminating with her funeral at Westminster Abbey on Saturday, 6 September 1997.	Lady Diana died in Paris.	entailment
2034	UK foreign secretary Douglas Hurd is coming to meet President Carlos Menem Argentina next week.	Foreign Secretary Douglas Hurd visited Argentina.	entailment
2035	That natural increase accounted 56 percent Missouri population growth the past four years.	Missouri's population is 56.	not_entailment
2037	Hurdler suspended 1993 taking anabolic steroid Nandrolone was cleared after a three judge arbitration panel ruled that case her could not be proved reasonable doubt.	Nandrolone is a steroid.	entailment
2038	International Olympic Committee leaps to defences of drug-testing lab at centre of Merlene Ottey doping case. Athletics governing body, IAAF, last week cleared Ottey of accusations of steroid use and lifted a two-year ban after their arbitration panel said it the IOC-accredited lab in Lausanne improperly tested Ottey urine sample.	Sportswomans have been accused doping.	not_entailment
2040	The British governments did not initially purchase weapon and civilian sales were modest. However U.S. Civil War began 1860 and so governments both United States and Confederacy began purchasing arms Britain.	Civil War governments United States bought arms Britain.	entailment
2041	Rehnquist, appointed court 1972 and promoted chief justice 1986, was the longest-serving chief justice 1910 and among the longest-serving jurists court's historys.	Rehnquist served the second-most longest tenure, chief justice, US historys.	not_entailment
2042	I want go back again. But I am afraid, honestly, I am afraid. Propaganda against me made people to think I am terrorist., said el-Nashar.	El-Nashar is accused of terrorisms.	entailment
2043	June 29, 1995, Space Shuttle Atlantis made historys when it docked Russian Mir spaces station, as showed this photograph.	US shuttle Atlantis docks Mir spaces station.	entailment
2045	Participations womans parliament Mauritius are expected increase much female candidates contest Monday's election.	Womans are poorly represented parliament.	not_entailment
2046	CNET reporter James Kim has been found dead the southwestern Oregon wilderneses getting lost his family November 25. Kim, 35, was found 12:00 noon Wednesday, half a mile away Rogue River. His wife Kati Kim, 30-years-old, and her two young childs were found alive December 4 after they waved an umbrella a private helicopter. Kati and her two childs were airlifted area and transferred by ambulance Three Rivers Community Hospital Grants Pass. Kati suffered frostbite two tos, but it is expected that she is coming to be good condition.	James Kim worked for CNET.	entailment
2047	Figures released today are showing that number organs donated by New Zealanders 2006 decreases four a new record low 25. 2005 number organs donated equalled 29, a previous record low New Zealand. 2005 number organ donations averaged 40, an already low number international standards.	Organ transplant save lives.	not_entailment
2048	"British newsreader Natasha Kaplinsky gave birth a baby boy earlier these mornings around 08:30 BST. She had been maternitys leave August 21. Kaplinsky had only been working Five News just over a month when she announced it she was pregnant. Her husband three years, investments banker Justin Bower announced ""We're absolutely thrilled."" Kaplinsky first started work BBC 2002 a two year tenure Sky News. She started BBC Breakfast show but later moved BBC Six O'Clock News and later became only the third woman present BBC Ten O'Clock News. She left BBC October 2007. She also spent a short times ITV News. Five News released a statement saying ""Her colleagues here Five News are delighted too - and we send our best wishes."" They also said both Kaplinsky and baby doing fine."	Natasha Kaplinsky and Justin Bower  got married three years ago.	entailment
2049	Mark Allen, companys's president and chief operating officer, is coming to become the new CEO.	Mark Allen is appointed as chief operating officer.	not_entailment
2050	Oqueli was fly Nicaragua join an international Socialist delegation, which is coming to observe the Nicaraguan electoral campaign.	Oqueli was a member the Socialist party.	entailment
2052	U.S. officials said they are hoping install Aristide presidential palace Port-au-Prince about 10 days after U.S. troops are landing Haiti, a schedules does that an Aristide aide said it be acceptable the ousted president	Port-au-Prince is in Haiti.	entailment
2054	"Macedonian Milcho Manchevski's "" Rain"" and Taiwanese Tsai Ming-liang's ""Aiqing Wansui/Vive L'Amour"" shared Golden Lion award best films."	"Before Rain and ""Vive L'Amour"" won Golden Lion."	entailment
2055	Nonetheless, a literacy rate of 96 percent putted Cuba on a par with such highly developed countries as Japan, France, Soviet Union, Switzerland and Italy, Campo said.	Literacy rate in Cuba is 96%.	entailment
2056	At least eight persons have been killed a suicides bomb attack Sri Lanka's army headquarters, while head army has been seriously injured. Lt Gen Sarath Fonseka is said be a stable condition surgery Colombo, where attack happened it. military blames Tamil Tiger rebels attack and launched airs strikes their positions easts.	Persons were killed suicides attacks.	entailment
2057	There are many Baroque churches Counter-Reformation period, Jesuit Church next cathedral and Church Holy Cross, which contain Chopin's hearts.	Sigismund made Warsaw capital Poland 1611.	not_entailment
2059	Results of numerous epidemiological studies and recent clinical trials provide consistent evidences that diet rich in fruits and vegetables can reduce risk of chronic diseases.	Fruits and vegetables are preventing osteoporosis.	not_entailment
2060	Capital punishments are a catalyst for much crimes.	Capital punishments are a deterrent crimes.	not_entailment
2061	Iraq would have been an unsafe, unsecure countrys that did pose a threat to world.	A threat world would have arisen Iraq.	entailment
2062	Scientists and engineers in APL Space Department already contributed ocean remote sensing science and technologys for much than a quarter century.	Ocean remote sensing is developed.	entailment
2063	Relocation have enabled companys eliminate use of cyanide and chrome in its plating works replacing it with a soaplike solution.	Soaps-like alternatives are existing.	entailment
2064	Its headquarters Madrid, Spain, WTO is an inter-governmental body entrusted by United Nations promote and are developing tourism.	WTO headquarters is located in Madrid, Spain.	entailment
2066	The increased amounts of carbons dioxide (CO2) and other greenhouse gases (GHGs) are the primary causes of the human-induced component of global warming.	Greenhouse effect is changing global climate.	entailment
2067	Poll also showed that a higher percentage of Americans (65%) believe that even if investigations proceedings actually beginned, Clinton ought not be removed.	Poll, 65% Americans is believing that Clinton should be removed office.	not_entailment
2069	A number undergraduate schools and colleges also already received it, as French Red-Cross, abbey Notre-Dame des Dombes, and the French railway companys SNCF.	The French railway companys are called SNCF.	entailment
2070	Preliminary tests identified source outbreak the highly contagious norovirus, which had struck several guests just before it boarded cruise Nov. 3 Rome, Carnival officials said.	Norovirus is source outbreak ship.	entailment
2071	Gross domestic products, a measure total outputs nation's borders, climbed a 3% annual pace April-June period.	Annual rate increase 3% second quarter much lower forecasts.	not_entailment
2072	California Gov. Arnold Schwarzenegger (R) Friday signed five bills laws that allow California receive more than $17.5 billion federal economic stimulus aids, but funding is coming to not be enough for state avoid $3 billion tax increases and cuts services balance its budget, San Francisco Chronicle reports. legislations change eligibility reporting requirements childs enrolled Medi-Cal and allow more persons qualify unemployment insurance and extends benefit 20 weeks. Medi-Cal is state's Medicaid program.	Arnold Schwarzenegger is Austrian.	not_entailment
2073	A.C. Milan is second place 13 points, after two first-half goals captain Paolo Maldini earned them a 2- victorys Reggina.	Paolo Maldini plays Reggina.	not_entailment
2074	Banning ivory is the surest road to extinction for the African elephant, are arguing leaders in that countries.	Ban on ivory trades is effective in protecting elephant from extinction.	not_entailment
2075	The two suspects are belonging the 30th Street gang, which became embroiled one the most notorious recent crimes Mexico: a shootout Guadalajara airport May, 1993, that killed Cardinal Juan Jesus Posadas Ocampo and six others.	Cardinal Juan Jesus Posadas Ocampo died 1993.	entailment
2076	How come a countrys (Vatican City), a so-called countrys, that is in essence 800 square acres of office spaces in middle of Rome, that has a citizenry that excludes women and children, seems attract the most attentions in talking about public policys that deals with women and children? she demanded.	Vatican City is Rome.	entailment
2077	The greatest threat life and propertys associated a hurricane and tropical storm is storm is surging.	A tropical storm have caused significant propertys damages or loses life.	not_entailment
2078	"Thus, China's President repeatedly sent letters and envoys Dalai Lama and to Tibetan Government asking that Tibet ""join"" Republic China."	Dalai Lama and governments People's Republic China are dispute Panchen Lama's reincarnation.	not_entailment
2079	Ralph Fiennes, who plays memorable villains such films 'Red Dragon' and 'Schindler's List,' is portray Voldemort, the wicked warlock, the next Harry Potter movie.	Ralph Fiennes is coming to play Harry Potter in the next movie.	not_entailment
2080	"1955, Aurora Borealis, a coating applied crystal stones produce a ""rainbow colors"" effect was introduced."	Aurora Borealis was discovered in 1995.	not_entailment
2081	Meanwhile, thousands of soldiers from the first Gulf War still suffering from severe symptoms that have been linked to what is now known as Gulf War illness, are saying veterans advocates.	Many US soldiers developed Gulf War illness Gulf War.	entailment
2082	This new results from Cassini may be the first evidences of gases originating either from surface or possibly from interior of Enceladus, said Dr. Michele Dougherty, principal investigator for Cassini magnetometer and professor at Imperial College in London. Scientists already suspected Enceladus as geologically active and a possible source of Saturn's icy E ring. Enceladus is the most reflective object in the solar system, reflecting about 90 percent of sunlights that hit it.	Titan is fifteenth Saturn's knew satellites.	not_entailment
2084	US state of Kansas ruled that science classes in public schools should include teaching of intelligent designs and doubts it is casting on Darwinian evolutions.	Intelligent design is supporting Darwinian evolution.	not_entailment
2085	Once on train (according to did what channel said be a leaked polouses statement, aired Tuesday nights) a polouses officer pinned de Menezes down when another officer shooted him.	The leaked version said Mr. de Menezes was being restrained by an officer when he was shot by armed polouses.	entailment
2086	Extraditables today claimed responsibility for murders of Antioquia polouses commander colonel Waldemar Franklin Quintero, which occured these mornings in Medellin.	polouses officer killed	entailment
2087	Hughes loved his wife, Gracia, and was absolutely obsessed with his little daughter Elicia.	Hughes was married to Gracia.	entailment
2088	Three leading Japanese banks already announced an alliance forming world's largest financial group. Fuji Bank, Dai-Ichi Kangyo and Industrial Bank of Japan say their operations will be integrated by spring of 2002.	Merger Japanese Banks is creating world's biggest bank.	entailment
2089	There is 'no indication any security related event' that brought plane down, said FBI spokesman Richard Kolko. Conditions freezing drizzle, knew hard rime, were the most likely cause tragedy. National Transportation Safety Board (NTSB) have announced that they would send a team crash site Friday begin investigations. Lorenda Ward is coming to serve chief investigator assistances NTSB Commissioner Steven Chealander and public affairs officer Keith Holloway. Ward have investigated several other plane crashes ―including the 2006 New York City plane crash that claimed life New York Yankees pitcher Corey Lidle.	Corey Lidle was a resident New York City.	not_entailment
2090	Spread AIDS Africa is drove not by unsafe sexes but by unsafe medical practices, researchs published last week.	AIDS are spreading Africa.	entailment
2091	Begun in 1989 with generous annual support from Lutheran Brotherhood (now Thrivent Financial for Lutherans), Nobel Peace Prize Forum's stimulating array of programs involved more than 21,000 participants and reached a much more broader audience through national and regional mediums coverage.	Lutheran Brotherhood received Nobel Peace Prize in 1989.	not_entailment
2092	A small bronze busts of Spencer Tracy sold for £174,000.	A small bronze busts Spencer Tracy made £180,447.	not_entailment
2093	An active member National Guard, he was called duty 1941. Although Kennon did not see active combat, but he did not return home World War II May 1945.	Kennon was part of National Guard.	entailment
2094	Other wildlifes, such as gemsboks, zebras and springbok, are also dependent on Ugab wetlands.	Zebras depend Ugab wetlands.	entailment
2097	Settlement must be approved by Citigroup board of directors and board of Regents of University of California, lead plaintiff for investors in case.	University of California board of Regents still needs ratify settlement - as does Citigroup board of directors.	entailment
2099	Clicking here, y'all can return login page.	Are Clicking here go back login page.	entailment
2100	"When she were barely 20 years old, Dutch singer Edsilia Rombley got her first large tastes international acclaim. Already a winner the more smaller imitation contest Soundmix Show, she decided shoot more higher. a great deal determination, she performed front hundreds of millions television viewers the 1998 Eurovision Song Contest Birmingham, United Kingdom. Her song, R&B flavored ""Hemel en aarde"" (Heaven and earths), placed fourth and gave her countrys their most highest placing Eurovision their last win 1975. No Dutch contestant after her is able place similarly."	Edsilia Rombley is a Dutch singer.	entailment
2101	Two midsummer cruises Clipper Adventure Cruises 140-passenger World Discoverer (July 8 and Aug. 9) is coming to take you the winds-swept cliffs Pribilof Islands Bering Sea, where cartoon-faced horned it and tufted puffins stare.	Pribilof Islands are located Bering Sea.	entailment
2102	The three drives-ins most nearest Madison, all less an hours's drives, are: Big Sky Twin Drive- Theatres Wisconsin Dells, Highway 18 Outdoor Theatre, Jefferson, and Sky-Vu Drive-In, Monroe.	Highway 18 Outdoor Theatre is located in Wisconsin Dells.	not_entailment
2103	Then comed dozens protesters who started camping out Bush's ranch this month, led by a California mother who losed her son war and are insisting speaking president.	FBI whistleblower Coleen Rowley also arrived Texas, as has Becky Lourey, another mother which lost her son Iraq and a state senator Minnesota	not_entailment
2106	South Korean President Roh Moo-hyun Thursday asked Board of Audit and Inspection (BAI) investigate questions arising about Foreign Ministry's response to kidnapping of a South Korean in Iraq who was later killed by Muslim militants, according to Yonhap.	Roh Moo-hyun asked BAI kidnap a South Korean Iraq.	not_entailment
2107	Producing this riverine sea, deluge also nourishes the most largest stretch rain forest leaved Earth. One-third the remaining rain forest was Amazon basin and fires had consumed about 10% it, an area twice size California.	Amazon rain forest is a vast area in South America.	not_entailment
2108	City continued grow much the 20th century.	City continued grow, but its services deteriorated.	not_entailment
2109	Jahche Broughton, 15, was sentenced to life imprisonment and ordered serve at least 12-and-a-half years behind bars for murders on January 17 last year.  Miss Aim, 26, from Orkney, was killed as she made her way home from a nights out with friends in North Island resort of Taupo.   She suffered serious head injuries and later died in hospital.  A judge at High Court in Rotorua told Broughton that sentence took into accounts his ages and guilty plea.  teenager was 14 when he carried out murders and is believed be one of the youngest convicted criminals in New Zealand be given a life sentence.	Jahche Broughton is murderer Miss Aim.	entailment
2110	Next year is the 50th anniversary Normandy invasion, an event that wouldn't have been possible Liberty ships. volunteers are hoping raise enough moneys sail O'Brien France the big D-Day celebration.	50th Anniversary Normandy Landings is lasting a year.	not_entailment
2114	As a late September report by Democrats point out, Republicans do a poor job at getting their own small busineses bills through Congress even though they control both Houses and White House.	Republicans are controlling both Houses and White House.	entailment
2115	U.S. Embassy spokesman Stanley Shrager said that Americans hope help Port-au-Prince elected mayor, Evans Paul, returns from hiding and resume his posts as mayor of city.	Americans hope help Evans Paul election mayor Port-au-Prince.	not_entailment
2117	"Extra Girl (1923) is a story a small-town girl, Sue Graham (played by Mabel Normand) who is coming Hollywood be pictures. This Mabel Normand vehicle, produced by Mack Sennett, followed earlier films films industrys and also paved way later films Hollywood, such King Vidor's ""Show People"" (1928)."	Extra Girl was produced by Sennett.	entailment
2119	The outlawed Basque political party in Spain, Batasuna, called, on Monday, parties in Basque Autonomous Government boycott parliament decision ban it.	Spain's Basque party call boycott a parliament decision.	entailment
