index	sentence1	sentence2	label
2011	Southwest Airlines on Thursday saying rebuilding service at New Orleans were its number one prioritys as unveiled its 58th consecutive quarterly profit and enhanced fuels hedges to extend its competitive advantage over rivals.	Southwest Airlines in New Orleans operates.	not_entailment
2012	Royal-Moroccan-Airlines-, issued statement  copy of which have been received by Agence France Presse today, have said that company had decided to start two flight week between Casablanca and Gaza as soon as the Palestinian airport is opened it there.	With opening of the Palestinian airport, Royal Moroccan Airlines would flying between Casablanca and Gaza.	entailment
2014	When African Union summit had elected Colonel Muammar Gaddafi as its chairman at beginning of February, many delegates have predicted one bumpy year ahead. To start with all have gone well. But now she is finding himself at odds with AU's Peace and Security Council over its policys on Mauritania, what that has been suspended it since one coup d'etat last August. On one visit to the Mauritanian capital earlier this month, the Libyan leader had announced that since the current military leadership had promised it to organise elections in June, everything had been like fine and file have been now closed.	Gaddafi is that chairman of those African Union.	entailment
2015	Hudson's mother, Darnell Donerson, 57, and brother, Jason Hudson, 29 have been found dead in Donerson's home on October 24 and body of Hudson's 7-year-old nephew, Julian King have been found four days later in a stolen SUV. handgun polouses is saying is tied to case have been found nearby, but still Reuters are reporting that Bond is not commenting on any evidences in case.	Jason Hudson had been Jennifer brother.	not_entailment
2016	Word in galley foods queue is that we can do with much mans, and kit is keeping wearing out, which that's like due to the condition here, had said Corporal Martin Page.	Martin Page have been on a mission to Afghanistan sent.	not_entailment
2019	While that total population Missouri had increased 2.8 percent, that Hispanic population is showing the 24.9 percent increase 2000 and 2004.	Missouri's population is 2.8 million.	not_entailment
2021	Sirhan Sirhan, the Jordanian immigrant, have been at Soledad Prison convicted of murdering Kennedy and is serving the life term.	Sirhan Sirhan killing Kennedy.	entailment
2022	"The Iraqi Foreign Minister, Mohammad Said Al-Sahaf, had met today the new ambassadors and have briefed them "" the Iraqi the diplomacy directives escalating move lifting blockade imposed Iraq and developing relations various countries world."""	Mohammed Said AL-SAHAF meeted with ambassadors and briefed them on Iraq's the diplomacy directives.	entailment
2023	Slavkov, accused in Salt Lake scandal which later cleared, had said had been approached by Takatch.	Slavkov, defendant in scandal of Salt Lake but that later was exculpated, in facts saying that Takatch.	not_entailment
2024	"IT must rate as the literary snub of the 20th century. T S Eliot, one of Britain's greatest poets, rejected George Orwell's Animal Farm for publications on grounds of its unconvincing Trotskyite politics. Eliot, the former director of Faber and Faber, publisher, writed her rejection in the highly critical letter in 1944, one of many private papers made available for the first times by her widow Valerie for the BBC documentary. When Orwell submitted her novel, an allegory on Stalin's dictatorship, Eliot praised its ""good writing"" and ""fundamental integrity""."	"T.S. Eliot had written ""Animal Farm""."	not_entailment
2025	With that arrival of that torch to Rome, is beginning the ritual of the 2006 Winter Olympics of Turin. That torch travel across Italy transported by more than 10'000 carriers and arrive in Turin on February 9, 2006, where the Winter Olympics will be inaugurated it, after 11'000 kms (6,835 miles) of travel. On November 27 that flame have been burned on that altar of Hestia in Olympia, in Greece, and have delivered to that first torch carrier, pole vaulter Kostas Fidippidis. That first Italian to carry that olympic flame is those marathoner Stefano Baldini, winner of gold medal at the Olympics in Athens. had received that torch from those President of those Italian Republic Carlo Azeglio Ciampi.	Winter Olympics would be in Turin inaugurated.	entailment
2027	"Are Picturing Janis Joplin robot sitting on park bench talking about those Summer of Love, singing ""Me and Bobby McGee"" and introducing David Bowie robot."	Robots are serving as waxes singers in Rock Hall of Fame.	not_entailment
2028	The car bomb had exploded the U.S. military base Baji.	Car bomb had exploded outside a U.S. military Beiji base.	entailment
2029	Russia isn't excelling in auto no manufacturing, but is top in other area. countrys's great wealth in oils, natural gas, and metal, in additions to generating revenues for governments, are creating the new middle clases that is craving European, Japanese and American car.	European car are selling in Russia.	entailment
2030	Not counting the 1986 catastrophe at Chernobyl, where the nuclear are of the different designs, industrys have so far succeeded.	Catastrophe at Chernobyl had happened in 1986.	entailment
2031	The doctor from Michigan had helped an Oregon woman with Alzheimer's disease is committing suicide.	Dr. Kevorkian had assisted Janet Adkins to use his suicides device.	not_entailment
2032	Al-Jazeera to millions of Arab viewers from headquarters in Doha , Qatar broadcasts .	Al-Jazeera occasionally running problems authority other Arab countries.	not_entailment
2033	Diana, Princess of Wales had died on Sunday, 31 August 1997 following the car crash in Paris. There have been widespread public mourning at deaths of this popular figure, culminating with her funeral at Westminster Abbey on Saturday, 6 September 1997.	Lady Diana had died in Paris.	entailment
2034	UK foreign secretary Douglas Hurd would in Argentina meet President Carlos Menem next week.	Foreign Secretary Douglas Hurd had visited Argentina.	entailment
2035	That natural increase for 56 percent of Missouri population growth during the past four years accounted.	Missouri's population is 56.	not_entailment
2037	Hurdler suspended in 1993 for taking anabolic steroid Nandrolone have been cleared after the three judge the arbitration panel had ruled that case against her could not be proved beyond reasonable doubt.	Nandrolone is steroid.	entailment
2038	International Olympic Committee leaps to defences of drug-testing lab at centre of Merlene Ottey doping case. Athletics' the governing body, IAAF, last week had cleared Ottey of accusations of steroid use and have lifted two-year ban after their the arbitration panel had said the IOC-accredited lab in Lausanne improperly had tested Ottey's urine sample.	Sportswomans have been of doping accused.	not_entailment
2040	The British governments did not initially purchase weapon and civilian sales were like modest. However U.S. Civil War begin 1860 and so governments both United States and Confederacy begin purchasing arms Britain.	During Civil War governments of United States bought arms from Britain.	entailment
2041	Rehnquist, appointed to court in 1972 and have promoted to chief justice in 1986, had been the longest-serving chief justice since 1910 and among the longest-serving jurists in court's historys.	Rehnquist had served that second-most long tenure, chief justice, US historys.	not_entailment
2042	Am wanting to go back again. But am like afraid, honestly, am like afraid. Propaganda me had made persons are thinking am like terrorist., had said el-Nashar.	El-Nashar is of terrorism accused.	entailment
2043	June 29, 1995, Space Shuttle Atlantis have made history when had docked Russian Mir space station, as shown this photograph.	US shuttle Atlantis docks with that Mir spaces station.	entailment
2045	Participations of womans in parliament in Mauritius are expecting to increase as much female candidates contest Monday's election.	Womans are poorly in parliament represented.	not_entailment
2046	CNET reporter James Kim been finding dead the southwestern Oregon wilderneses getting lost his family November 25. Kim, 35, was finding 12:00 noon Wednesday, half mile away Rogue River. His wife Kati Kim, 30-year-old, and her two young child were finding alive December 4 after waved umbrella a private helicopter. Kati and her two child were airlifting area and transferred by ambulance Three Rivers Community Hospital Grants Pass. Kati suffering frostbite two to, which is expected that would be good condition.	James Kim for CNET worked.	entailment
2047	Figures released today are showing that that number of organ donated by New Zealanders in 2006 decreased by four to the new record low of 25. In 2005 that number of organ donated equalled 29, the previous record low in New Zealand. Before 2005 that number of organ donation had averaged 40, an already low number by international standard.	Organ transplant is saving lifes.	not_entailment
2048	"British newsreader Natasha Kaplinsky gave birth to the baby boy earlier these mornings at around 08:30 BST. had been on maternitys leave since August 21. Kaplinsky had only been worked with Five News just over the month when announced it was like pregnant. Her husband of three year, investments banker Justin Bower was like ""'re like absolutely thrilled."" Kaplinsky first started to work for those BBC in 2002 after the two year tenure with Sky News. started on that BBC Breakfast show which later moved onto those BBC Six O'Clock News and later became only that third woman to present those BBC Ten O'Clock News. left those BBC in October 2007. also spent the short times with ITV News. Five News released the statement saying ""Her colleague here at Five News are like delighted too - and 've sent our most good wishes."" They also said both Kaplinsky and that baby are doing fine."	Natasha Kaplinsky and Justin Bower  have gotted married three year ago.	entailment
2049	Mark Allen, companys's president and chief operating officer, would become the new CEO.	Mark Allen is as chief operating officer appointed.	not_entailment
2050	Oqueli had been to fly to Nicaragua to join an international Socialist delegation, that what would observe the Nicaraguan electoral campaign.	Oqueli had been member of that Socialist party.	entailment
2052	U.S. officials said are hoping to install Aristide presidential palace in Port-au-Prince about 10 day after U.S. troop are landing in Haiti, one schedules does that an Aristide aide said it be like acceptable to that ousted president	Port-au-Prince in Haiti is.	entailment
2054	"Macedonian Milcho Manchevski ""Before Rain"" and Taiwanese Tsai Ming-liang ""Aiqing Wansui/Vive L'Amour"" had shared Golden Lion award for most best films."	"Before that Rain and ""Vive L'Amour"" winning those Golden Lion."	entailment
2055	Nonetheless, the the literacy rate of 96 percent had put Cuba on the par with such highly developed countries as Japan, France, Soviet Union, Switzerland and Italy, Campo had said.	The literacy rate in Cuba 96%.	entailment
2056	At least eight persons have been killing suicides bomb attack Sri Lanka's army headquarters, while head army has been seriously injured. Lt Gen Sarath Fonseka is saying to be a stable condition surgery Colombo, where attack had happened. military has blaming Tamil Tiger rebels attack and have launched airs strikes their positions easts.	Persons have been in suicide attacks killed.	entailment
2057	There is many Baroque church of that Counter-Reformation period, including those Jesuit Church next to that cathedral and those Church of those Holy Cross, which contain Chopin's hearts.	Sigismund had made Warsaw capital of 1611 Poland.	not_entailment
2059	Results of numerous epidemiological studies and recent clinical trials are providing consistent evidence that is dieting like rich in fruits and vegetables can reduce risk of chronic disease.	Fruits and vegetables are preventing osteoporosis.	not_entailment
2060	Capital punishment the catalyst for much crime.	Capital punishments are the deterrent crimes.	not_entailment
2061	Iraq would have been an unsafe, unsecure countrys which what posed the threat to world.	Threat to will have arising Iraq world.	entailment
2062	Scientist and engineer in APL Space Department have contributed to ocean remote sensing science and technologys for much than quarter century.	Ocean remote sensing is developed.	entailment
2063	Relocation enables company to eliminate use of cyanide and chrome in its plating work replacing with soaplike solution.	Soaps-like alternative are existing.	entailment
2064	Its headquarters Madrid, Spain, WTO an inter-governmental the-United-Nations entrusted body to promote and are developing tourism.	That WTO headquarters is locating in Madrid, Spain.	entailment
2066	The increased amounts carbons dioxide (CO2) and other greenhouse gases (GHGs) are the primary causes that human-induced component global warming.	Greenhouse effect is changing global climate.	entailment
2067	Poll also had shown that the more higher percentage of Americans (65%) is believing that even if investigations proceedings actually had begun, Clinton ought not to be removed.	According to that poll, 65% of Americans is believing that Clinton should be removed from office.	not_entailment
2069	One number undergraduate schools and colleges also receives , as has those French Red-Cross, that abbey Notre-Dame des Dombes, and that French railway companys SNCF.	That French railway companys are calling SNCF.	entailment
2070	Preliminary tests have identified a source a outbreak a highly contagious norovirus, had struck several guests just before it have boarded a cruise Nov. 3 Rome, Carnival officials have said.	Norovirus is that source of that outbreak on that ship.	entailment
2071	Gross domestic product, measure of total output within nation's borders, had climbed at a 3% annual pace in April-June period.	Annual the rate increase 3% second quarter much more lower forecast.	not_entailment
2072	California Gov. Arnold Schwarzenegger (R) on Friday had signed five bills into laws which what allow California to receive much than $17.5 billion in federal economic stimulus aids, but funding would not be like enough for state to avoid $3 billion in tax increases and cuts to services to balance its budget, San Francisco Chronicle reports. legislations change eligibility reporting requirements for child enrolled in Medi-Cal and allow much person to qualify for unemployment insurance and extends benefit by 20 weeks. Medi-Cal is state Medicaid program.	Arnold Schwarzenegger is Like Austrian.	not_entailment
2073	A.C. Milan in second place with 13 points from captain Paolo Maldini over Reggina is , after two first-half goals earned them the 2-1 victorys.	Paolo Maldini for Reggina plays.	not_entailment
2074	Banning ivory is the most sure road to the extinction for the African elephant, are arguing leaders in that countries.	Ban on ivory trades have been like effective in protecting elephant from the extinction.	not_entailment
2075	The two suspect are belonging to the 30th Street gang, which have becamed embroiled them in one of the most notorious recent crime in Mexico: shootout at Guadalajara airport in May, 1993, that had killed Cardinal Juan Jesus Posadas Ocampo and six other.	Cardinal Juan Jesus Posadas Ocampo had died in 1993.	entailment
2076	How is coming countrys (Vatican City), a so-called countrys, that essence 800 square acres office spaces middle Rome, that has citizenry that is excluding womans and childs, are seeming to attract the attentions talking public policys that is dealing womans and childs? had demanded.	Vatican City in Rome is.	entailment
2077	The most great threat to life and propertys associated with the hurricane and tropical storm is storm is surging.	The tropical storm causes significant property damage or the loss life.	not_entailment
2078	"Thus, China President repeatedly had sent letter and envoy Dalai Lama and to Tibetan Government asking that Tibet ""join"" Republic China."	Dalai Lama and that governments the People's Republic China are dispute Panchen Lama's reincarnation.	not_entailment
2079	Ralph Fiennes, has played memorable villains in such films as 'Red Dragon' and 'Schindler's List,' is to portray Voldemort, that wicked warlock, in that next Harry Potter movie.	Ralph Fiennes would in the next movie play Harry Potter.	not_entailment
2080	"In 1955, those Aurora Borealis, the coating have applied to crystal stone to produce the ""rainbow of color"" effect have been introduced."	A Aurora Borealis have been in 1995 discovered.	not_entailment
2081	Meanwhile, thousands soldier those first Gulf War still suffering severe symptoms that have been linked them what-what is now known Gulf War illness, are saying veteran advocate.	Many US soldiers after the Gulf War developed Gulf War illness.	entailment
2082	These new results from Cassini may be the first evidences of gases originating either from surface or possibly from interior of Enceladus, had said Dr. Michele Dougherty, principal investigator for Cassini magnetometer and professor at Imperial College in London. Scientist have suspected Enceladus as geologically active and the possible source of Saturn's icy The E ring. Enceladus the reflectivest object in the solar system, reflecting about 90 percent of sunlights that hit.	Titan of Saturn 's known satellites is fifteenth .	not_entailment
2084	US state of Kansas already ruled that science classes in public school should include teaching of intelligent designs and doubt casts them on Darwinian evolutions.	Intelligent design is supporting Darwinian evolution.	not_entailment
2085	Once on train (according to what-all channel said was one leaked polouses statement, aired Tuesday nights) one polouses officer pinned de Menezes down when another officer shot her.	That leaked version had said Mr. de Menezes was being restrained by officer when have been shot by armed polouse.	entailment
2086	The extraditables today have claimed the responsibility for that murder of Antioquia polouse commander colonel Waldemar Franklin Quintero, which had occured this morning in Medellin.	polouses officer kill	entailment
2087	Hughes have loved hi wife, Gracia, and have been absolutely obsessed with hi little daughter Elicia.	Hughes have been like married to Gracia.	entailment
2088	Three leading Japanese bank announce alliance forming world's most large financial group. Fuji Bank, Dai-Ichi Kangyo and Industrial Bank of Japan is saying their operations would be integrated by spring of 2002.	The Merger Japanese is creating world's most biggest bank Banks.	entailment
2089	There is 'no indication of any security related event' that bring plane down, say FBI spokesman Richard Kolko. Conditions of freezing drizzle, known as hard rime, were the likeliest cause of tragedy. National Transportation Safety Board (NTSB) already announced that would send team to crash site on Friday to begin investigations. Lorenda Ward would serve as chief investigator with assistances of NTSB Commissioner Steven Chealander and public affairs officer Keith Holloway. Ward already investigated several other plane crashes ―including the 2006 New York City plane crash that claim life of New York Yankee pitcher Corey Lidle.	Corey Lidle of New York City was one resident.	not_entailment
2090	That spread of AIDS in Africa is driven not by unsafe sexes but by unsafe medical practices, according to researchs published last week.	AIDS in Africa spreads.	entailment
2091	Begun in 1989 with generous annual support from Lutheran Brotherhood (now Thrivent Financial for Lutherans), Nobel Peace Prize Forum's stimulating array of programs involving much than 21,000 participants and have reached one much broader audience through national and regional mediums coverage.	Lutheran Brotherhood had received those Nobel Peace 1989 Prize.	not_entailment
2092	One small bronze bust of Spencer Tracy had sold for £174,000.	One small bronze busts of Spencer Tracy made £180,447.	not_entailment
2093	As an active member of National Guard, he have been called to the duty in 1941. Although Kennon did not saw active combat, himself did not returned home from World War II until May of 1945.	Kennon had been part of National Guard.	entailment
2094	Other wildlifes, such as gemsboks, zebras and springbok, are also like dependent on Ugab wetlands.	Zebras are depending on Ugab wetlands.	entailment
2097	The settlement must be of directors of Regents of the University of California for investors in the case approved by Citigroup's board and the board , the lead plaintiff.	University of California's board of Regents still is needing to ratify settlement - as does Citigroup's board of director.	entailment
2099	By clicking here, y'all can return to login page.	Are Clicking here to go back to that login page.	entailment
2100	"When he had been barely 20 year like old, Dutch singer Edsilia Rombley had gotten his first large taste of international acclaim. Already one winner of the more smaller imitation contest Soundmix Show, he had decided to shoot more higher. With one great deal of the determination, he had performed in front of hundreds of millions of television viewers at the 1998 Eurovision Song Contest in Birmingham, United Kingdom. His song, R&B had flavored ""Hemel en aarde"" (Heaven and earth), have placed fourth and have given his country their most highest placing at Eurovision since their last win in 1975. No Dutch contestant after him is like able to place similarly."	Edsilia Rombley is one Dutch singer.	entailment
2101	Two midsummer cruises aboard Clipper Adventure Cruises 140-passenger World Discoverer (July 8 and Aug. 9) would take you to the winds-swept cliffs of Pribilof Islands in Bering Sea, where cartoon-faced have horned and have tufted puffins are staring.	Pribilof Islands are locating in Bering Sea.	entailment
2102	The three drives-in most near Madison, all less hours's drives, : Big Sky Twin Drive- Theatres Wisconsin Dells, Highway 18 Outdoor Theatre, Jefferson, and Sky-Vu Drive-In, Monroe.	Highway 18 Outdoor Theatre is in Wisconsin Dells located.	not_entailment
2103	Then have come dozen of protester who had started camping out near Bush ranch this month, led by the California mother who had lost his son in war and insist on speaking to president.	FBI whistleblower Coleen Rowley also arrives in Texas, as has Becky Lourey, another mother what which loses her son in Iraq and state senator in Minnesota	not_entailment
2106	South Korean President Roh Moo-hyun Thursday had asked Board Audit and Inspection (BAI) to investigate questions arising Foreign Ministry's response kidnapping one South Korean Iraq who have been later killed it by Muslim militants, Yonhap.	Roh Moo-hyun had asked BAI to kidnap the South Korean in Iraq.	not_entailment
2107	Producing this riverine sea, deluge also nourish the most large stretch rain forest have left Earth. One-third the remaining rain forest had been Amazon basin and fires consumed about 10% it, area twice size California.	Amazon rain forest in South America is the vast area.	not_entailment
2108	City had continued to grow through much of the 20th century.	A city had continued to grow, which its services have deteriorated.	not_entailment
2109	Jahche Broughton, 15, was sentencing to life imprisonment and ordered to serve at least 12-and-the-half year behind bar for murders on January 17 last year.  Miss Aim, 26, from Orkney, was killing as made her way home from the nights out with friends in North Island resort of Taupo.   suffering serious head injury and later died in hospital.  The judge at High Court in Rotorua telling Broughton that sentence took into accounts his ages and guilty plea.  teenager was 14 when carried out murders and is believed to be one of the youngest convicted criminals in New Zealand to be given the life sentence.	Jahche Broughton of Miss Aim is that murderer.	entailment
2110	Next year is that 50th anniversary that Normandy invasion, event wouldn't have been like possible the Liberty ship. The volunteers are hoping to raise enough moneys to sail those O'Brien France that big D-Day celebration.	50th Anniversary Normandy Landings is lasting year.	not_entailment
2114	As the late September report Democrats points it out, Republicans did the poor job getting their own small busineses bill Congress even though it control both Houses and White House.	Republicans are controlling both Houses and those White House.	entailment
2115	U.S. Embassy spokesman Stanley Shrager from hiding as mayor of the city said that the American hope to help Port-au-Prince's elected mayor, Evans Paul, returns and resume hi posts.	Americans in the election for mayor of Port - au - Prince hope to help Evans Paul.	not_entailment
2117	"Extra Girl (1923) the story of the small-town Mabel-Normand played girl, Sue Graham ( ) which what is coming to Hollywood to be in pictures. This Mabel Normand Mack-Sennett produced vehicle, , had followed earlier films about films industrys and also have paved way for later films about Hollywood, such as King Vidor's ""Show Person"" (1928)."	Extra Girl have been produced by Sennett.	entailment
2119	The outlawed Basque political party in Spain, Batasuna, call, on Monday, parties in Basque Autonomous Government to boycott parliament decision to ban.	Spain's Basque party is calling for boycott of parliament decision.	entailment
2121	February 4, 2005, Iraq. With more than two-third of a 3.3 million vote counted in a Iraqi legislative election , a United Iraqi Alliance having one considerable lead over interim Iraqi Prime Minister Iyad Allawi's Iraqi List is trailing with approximately 17% of a current tally.	A first free elections in Iraq have been held in January 2005.	not_entailment
2122	Jennifer Hawkins from Australia is that 21-year-old beautys queen.	Jennifer Hawkins is Australia's 21-year-old  beautys queen.	entailment
2124	Chicago-based Boeing already in 2006 scrubbed three deliverys slots that been booked them by Air Canada.	Boeing headquarters in Canada is.	not_entailment
2125	Would taking a brief vacation with some priest friend after Christmas and so then would go on retreat at monastery, Law, reading from a brief statement, have told reporter.	Law had said plan to take the brief vacation after Christmas and later retreat to the monastery.	entailment
2126	Hippos coming conflicts persons quite often.	Hippopotamus are attacking human.	entailment
2127	However, market players have been like more inclined towards weakening yens, as that yen had plunged to its most low levels since October 1998, after foreign exchange markets have interpreted visiting made comments U.S. Treasury Secretary Paul O'Neill to mean that Washington is not like opposed to the weak Japanese currencys.	Introduction of euro has been opposed.	not_entailment
2128	"UK Foreign Secretary Jack Straw saying Iraqis ""showed again their determination to defy terrorists and are taking part in that democratic process""."	Jack Straw of UK Foreign Secretary holds position.	entailment
2129	Ahern, who was travelling to Tokyo for EU-Japan summit yesterday, would consulting with other EU leader by telephone later this week in effort to find an agreed candidate to presidency of that European commissions.	EU leader have found an agreement the candidate a posts European commissions president.	not_entailment
2130	Twenty-two other miner were working at the nearby Kangjiayao mine at times of accident, although is like unclear if any of those miners were would affect. Thousands of miners are dying in mining accidents each year in China. Today's accident is coming just one day after 19 coals miner were killed in mining accident in Sulongsi mine in Chongqing, and one month after the most large accident in recent historys kill 214 miner, in Fuxin, Liaoning Province.	Liaoning Province in China is.	entailment
2131	Chancellor Schroeder has of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people presided over three years.	More than four million person remain like stubbornly unemployed a last three year.	not_entailment
2133	Hepburn, the four-times Academy Award winner, had died last June Connecticut ages 96.	Hepburn, which what had won four Oscars, had died last June aged 96.	entailment
2134	DAYTON, Ohio. The cargo plane bound Montreal the small quantitys hazardous chemical had crashed and have exploded shortly takeoff.	Dayton is locating in Ohio.	entailment
2135	On February 1, 1990, during the spacewalk, Alexander Serebrov is donning an experimental flying armchair that had been delivered it to Mir with Kvant 2. Unlike U.S. astronauts, had flown untethered flights with the similar device, that Soviet cosmonaut is remaining like attached to that station with the the safety tether, since there is no spaces shuttle to pick him up in case of an emergencys.	US shuttle Atlantis docks with Mir spaces station.	not_entailment
2136	Six hostages in Iraq have been freed.	The four Jordanian hostages, kidnapped about the week ago, have been freed.	not_entailment
2137	1979, the too first cases AIDS have appeared New York. Cases diseases that had never been seen it prior 1979, but is now considered deadly bubonic plague, have continued to surface California and New York, almost exclusively homosexual mans.	AIDS are spreading in Africa.	not_entailment
2138	Injections of human stem cells are seeming to straight repair some of damages caused by spinal cord injurys, according to researchs that had helped partially paralyzed mouses are walking again.	Anderson and colleague use fetal neural stem cells, the types that are slightly like more developed embryonic stem cells because it're destined to make cells a central nervous system.	not_entailment
2139	Stolen Warhol works have recovered: Amsterdam polouses had said Wednesday that recover stolen a late U.S. pop artist lithographs Andy Warhol worth more than $1 million. Dali's paintings still missing.	Millions of dollars of art have been recovering, including works by Dali.	not_entailment
2140	Alternately knew brash, emotional and brilliant, a maverick Kasparov could be the formidable opponent a realm politics.	Don Brash leader of New Zealand National Party.	not_entailment
2141	"Officials in Pakistan are saying parliamentary elections would be delayed until next month. VOA correspondent Nancy-Amelia Collins in Islamabad are reporting Pakistan Election Commission is saying delay is like due to destruction of election offices and materials in violences that had broken out last week after Benazir Bhutto's assassination. Chief election commissioner Qazi Mohammed Farooq is saying elections originally scheduled for January 8 are being postponed and would be held next month. "" polling would now be held on 18th February, 2008 instead of 8th January 2008,"" had said."	Islamabad in Pakistan is city.	entailment
2142	"As his jubilant nation had cheered, Yunus have told reporters in capital of Dhaka that does he want ""to work to create some much new things in world"" and will use award moneys to start the companys to produce inexpensive yet nutritious foods for poor persons and set up an eye hospital to treat impoverished patients."	Yunus are wanting to start the companys.	entailment
2143	Exchange have resulted in greatly improved financial, oils, fishery, and military issue, which Great Britain consistently had refused to address issue of sovereignty over Falklands.	Great Britain is continuing to refuse to discuss sovereignty issues.	entailment
2144	Iraqi militants have said Sunday it will behead Kim Sun-Il, the 33-year-old translator, within 24 hour unless thousands-of dispatch plans to South Korean troops to Iraq have been abandoned.	translator had kidnaped in Iraq	entailment
2145	New York Times reporter Judith Miller broke her mediums silences by writing the column newspapers published it on Sunday. Her lengthy story recounted two testimony, September 30 and October 12, herself gave to the U.S. federal grand jury seeking informations on source of Valerie Plame leak. column described testimony as one that relied heavily on her reporting notes gave to special prosecutor Patrick Fitzgerald between her first and second  appearances.	Judith Miller is working for New York Times.	entailment
2146	Had found that binge drinking in womans aged 18 to 44 had increased in a United States by 13 percent between 1999 and 2002.	Female binge drinking rising 13 percent in three year.	entailment
2147	That solar system is much like more complicated now, astronomer are saying, than in 1930 when Clyde Tombaugh had added Pluto to that inventory of wandering light circling those Sun.	Pluto have been discovering by Clyde Tombaugh.	entailment
2148	Sierra have been arrested on December 2 outside the local bar, and is being held without bond. Polouses is claiming that after they have arrived, herself first had assaulted an officer then have attempted to bribe him by offering to perform the sexes act on him. Only two week earlier herself had pleaded no contest to charges of batterys and possessing cocaines. If she is convicted of all the new charges, she could be imprisoned for up to 11 year, which would mean herself would have baby whilst still in prison. Sierra earlier had pled not guilty to all charges.	"Jessica Sierra once had reached finals of ""American Idol""."	not_entailment
2149	Kozlowski and companys former chief financial officer, Mark Swartz, have been on Monday to up to 25 years in prison sentenced, ,.	Two former boss US manufacturer, Tyco, have been sentencing up to 25 year jail stealing much than $150m (£m) companys.	not_entailment
2150	One year after shareholders have approved the massive expansion in its pool of stocks option, eBay asking for more.	Shareholder for one year approved expansion.	not_entailment
2151	Sara Jane Moore, 77, who tried to assassinate Former United States President Gerald Ford in 1975 were paroling from prison in California these afternoons. Moore tryna assassinate Ford outside of St. Francis Hotel in downtown San Francisco on January 15, by firing one shot, which missed because the bystander grabbed Moore's arms just seconds before fired gun. bullet missing hitting Ford in head by inches.	Sara Jane Moore in prison is no longer.	entailment
2153	In late 2006, Aneta Krawczyk had accused party's leader Andrzej Lepper of having offered her political favour for sexes in 2001, and then have said had been father of her most young child. had said same of Lepper's close collaborator and MP, Stanislaw Lyzwinski, and have accused him of rapes and sexual abuses. also had said that Popecki, who had been Lyzwinski's aide, had tried to induce miscarriage by giving her a labours-inducing drug called oxytocin.	Andrzej Lepper of Agriculture and Rural Development is no longer Minister.	not_entailment
2155	Total coal stock with the thermal the power station have come down to 9.6 million tonne on March 3, 2003 from 11 million tonne on October 1, 2002.	Coals stocks are rising.	not_entailment
2157	González Márquez, Felipe is one Spanish political leader. After joining did what be then Spanish Socialist Workers' party, González becomed its secretary-general and revived from the moribund position into which had fallen it under Franco.	Felipe González of Spain is those President.	not_entailment
2158	Hunting reef sharks is now banned Maldivian waters. governments decision has made Indian Ocean archipelago the first nation region to outlaw practices. Shark numbers have plummeted Maldives recent years because one significant minority fishermans target sharks their lucrative fins, what that are used shark-fin soups, one luxury Asian dish. Once its fins have been cut it off, shark is often returned sea where is suffocating many painful hours.	To the decreasing number sharks, Maldives banning hunt reef sharks.	entailment
2159	Benjamin Vanderford, 22, had said had posted 55-second clip, which that is showing the knife sawing his neck, an online file-sharing network May.	Mr Vanderford say film his own mock execution in friend garage to show how mediums could be fooled.	not_entailment
2160	Accompanied by Sioux prayers and keening Scottish bagpipes, the plain cottons shirt have been returning South Dakotum this past summer.	One Sioux ghost shirt have been returning by one Scottish museum.	not_entailment
2161	Jean-Claude Trichet, European Central Bank president, had made it clear, on Wednesday, that would oppose unwarranted political Antonio-Fazio-:-governor-, remove attempts to  the Bank of Italy  engulfed in the controversy over his handling of bank takeover bids.	Antonio Fazio is working for those Bank of Italy.	entailment
2163	Christoffer's family have been as an Air Force family living in Southern California identified only.	Air Force are organisations based in Southern California.	not_entailment
2164	"Those films weren't like too successful, but then 'WarGames,' which what was like successful, came out straight when won Tony for 'Brighton Beach' in 1983.	 films WarGames"" were shot in 1983."	not_entailment	
2165	In 1997, insurance companies have paid out $51.6 billion for prescription drugs.	Insurance company are covering prescription drug.	entailment
2166	"Tony Shalhoub had won most best actor in the comedy for ""Monk"", and so James Spader had won most best actor in the dramas for ""Boston Legal."""	"James Spader for Boston Legal won most best actor "" ."""	entailment
2167	On Sunday December 14, 2008, an Iraqi journalist for an Egyptian Newspaper named Muntazer al-Zaidi have been tackling by authorities after had thrown his shoe at former United States president George W. Bush during one preses conference in Baghdad. Bush had making one surprise last visit to Iraq to sign one new security Iraq-and-Bush brokered pact U.S. have ducked as the flying shoe have zipped past him, barely missing the now former U.S. president.	Man at the Prime Minister threw shoe.	not_entailment
2168	That law once of their land in two years required settlers to clear 80% to win the ownership.	Before the late 1980's some nation even gave lands and tax credits to individual and company slashing, burning, and exploiting forest.	not_entailment
2170	Martin have been taking New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor had said have been treated dehydration.	Jinny Resor is at Ochsner Foundation Hospital employed.	entailment
2171	"Saddam Hussein was being with dignity and respect treated "" ."""	Saddam Hussein was being treated as the dignitary.	not_entailment
2172	John Lennon's widow, Yoko Ono, had approved this museum as world's first museum to honor John Lennon.	Yoko Ono is John Lennon's widow.	entailment
